X Y Z
1767983.49 14150246.39 13.06
1767984.81 14150239.34 13.12
1767976.97 14150247.93 13.45
1767974.60 14150252.49 13.78
1767981.03 14150250.92 13.81
1767989.99 14150257.51 13.94
1767989.43 14150228.02 14.01
1767984.77 14150234.28 14.04
1767985.40 14150254.10 14.11
1767987.46 14150249.21 14.24
1767989.47 14150237.83 14.27
1767984.09 14150259.51 14.37
1767988.91 14150243.90 14.44
1767979.95 14150240.52 14.47
1767978.64 14150255.38 14.80
1767987.27 14150263.45 14.96
1767975.06 14150243.27 15.58
1768007.28 14150213.58 13.25
1768003.77 14150258.17 13.39
1768000.78 14150216.70 13.48
1768007.54 14150240.29 13.48
1768004.75 14150219.82 13.48
1768006.43 14150286.45 13.58
1768008.63 14150260.07 13.58
1768012.76 14150216.17 13.62
1767999.73 14150261.58 13.62
1768001.18 14150237.01 13.62
1768006.66 14150246.03 13.65
1767994.35 14150226.67 13.65
1768004.49 14150263.42 13.71
1768012.76 14150221.19 13.71
1768002.46 14150242.85 13.78
1768011.55 14150243.37 13.85
1767996.19 14150219.85 13.88
1767995.08 14150258.14 13.91
1767996.32 14150238.16 13.94
1768011.05 14150284.38 13.94
1768002.23 14150289.73 13.94
1768007.97 14150224.11 13.98
1768009.02 14150279.66 13.98
1767998.13 14150233.04 14.07
1768002.00 14150224.47 14.07
1768008.00 14150254.92 14.11
1768013.09 14150204.89 14.11
1768001.05 14150267.29 14.14
1768004.26 14150250.52 14.17
1768006.85 14150268.34 14.24
1768005.87 14150232.41 14.24
1767993.24 14150263.16 14.27
1767996.59 14150243.14 14.30
1768005.54 14150208.69 14.30
1768010.73 14150249.05 14.34
1767992.75 14150232.18 14.37
1768003.11 14150272.08 14.40
1768014.50 14150225.95 14.44
1768007.87 14150203.90 14.44
1768009.84 14150235.50 14.47
1768013.28 14150261.91 14.47
1767999.83 14150255.22 14.50
1768007.22 14150291.31 14.53
1768013.84 14150238.62 14.67
1768011.94 14150289.27 14.76
1767995.67 14150268.11 14.80
1768013.97 14150194.00 14.86
1767992.42 14150248.06 14.86
1768010.89 14150271.29 14.96
1768000.19 14150211.02 14.96
1768009.87 14150228.84 14.99
1768007.25 14150275.07 15.03
1767999.70 14150247.08 15.09
1768012.33 14150210.86 15.12
1767992.78 14150253.12 15.19
1768013.09 14150199.93 15.22
1768014.60 14150231.07 15.26
1768008.30 14150195.96 15.49
1768013.28 14150276.18 15.55
1768012.46 14150298.13 15.68
1768035.46 14150237.73 13.65
1768026.34 14150270.01 13.71
1768018.44 14150219.19 13.71
1768023.06 14150222.90 13.81
1768039.01 14150204.56 13.85
1768037.73 14150233.10 13.88
1768018.07 14150241.93 13.88
1768028.25 14150222.21 13.94
1768024.28 14150217.29 13.94
1768039.86 14150267.85 13.98
1768031.49 14150234.55 13.98
1768036.15 14150272.05 14.01
1768039.01 14150209.58 14.01
1768028.31 14150304.43 14.01
1768030.28 14150227.07 14.01
1768015.88 14150283.07 14.11
1768032.54 14150217.52 14.11
1768035.99 14150200.33 14.14
1768035.82 14150264.50 14.14
1768030.35 14150240.19 14.17
1768015.75 14150246.55 14.17
1768039.93 14150275.33 14.17
1768022.01 14150190.71 14.17
1768032.94 14150306.66 14.21
1768025.00 14150229.33 14.21
1768023.36 14150306.04 14.21
1768030.90 14150265.75 14.27
1768019.88 14150249.70 14.27
1768019.91 14150226.94 14.30
1768034.31 14150207.32 14.30
1768028.61 14150309.45 14.34
1768018.17 14150200.79 14.37
1768023.98 14150252.85 14.37
1768024.21 14150202.39 14.37
1768033.69 14150223.29 14.37
1768023.03 14150241.01 14.37
1768030.57 14150200.98 14.37
1768030.97 14150272.15 14.40
1768026.38 14150237.04 14.44
1768034.58 14150276.90 14.47
1768022.11 14150195.77 14.47
1768019.12 14150288.75 14.50
1768037.01 14150247.05 14.53
1768016.83 14150253.67 14.53
1768026.93 14150189.70 14.57
1768032.64 14150212.53 14.57
1768035.66 14150228.18 14.60
1768034.74 14150311.32 14.60
1768021.95 14150233.50 14.63
1768037.23 14150303.97 14.63
1768039.33 14150214.73 14.67
1768038.58 14150164.80 14.67
1768028.02 14150260.60 14.67
1768035.33 14150252.00 14.67
1768027.52 14150196.78 14.70
1768024.11 14150290.48 14.70
1768028.64 14150206.00 14.73
1768019.94 14150205.54 14.73
1768033.20 14150260.17 14.73
1768025.26 14150300.33 14.76
1768037.14 14150219.55 14.80
1768038.81 14150176.41 14.83
1768016.83 14150293.34 14.83
1768017.06 14150213.09 14.86
1768039.50 14150260.89 14.86
1768036.74 14150169.75 14.89
1768023.85 14150185.56 14.93
1768025.46 14150178.71 14.93
1768039.76 14150280.68 14.93
1768029.56 14150277.16 14.96
1768025.19 14150264.83 14.96
1768025.06 14150274.74 14.96
1768027.52 14150294.23 14.99
1768039.79 14150308.50 14.99
1768021.68 14150257.28 15.06
1768033.82 14150177.36 15.06
1768039.27 14150224.51 15.06
1768039.86 14150255.54 15.12
1768023.95 14150208.83 15.12
1768030.51 14150248.39 15.12
1768017.45 14150264.93 15.19
1768022.54 14150295.67 15.26
1768029.36 14150181.82 15.29
1768030.25 14150299.74 15.29
1768020.73 14150281.66 15.35
1768036.18 14150317.29 15.39
1768027.72 14150213.52 15.39
1768027.98 14150172.67 15.42
1768030.97 14150192.91 15.45
1768019.52 14150302.98 15.45
1768031.20 14150186.52 15.45
1768026.28 14150245.05 15.49
1768032.51 14150281.40 15.52
1768016.83 14150269.95 15.52
1768038.78 14150289.37 15.55
1768021.72 14150268.57 15.55
1768032.74 14150293.73 15.65
1768036.71 14150186.06 15.68
1768027.03 14150281.43 15.81
1768035.56 14150298.65 15.85
1768036.38 14150192.26 15.98
1768029.30 14150255.71 16.01
1768017.62 14150298.26 16.04
1768023.98 14150285.47 16.14
1768037.04 14150284.68 16.24
1768038.88 14150181.27 16.27
