X Y Z
1518879.85 14260379.74 9.06
1518872.93 14260347.03 9.15
1518869.29 14260351.75 9.22
1518871.09 14260381.44 9.38
1518874.83 14260341.84 9.48
1518874.70 14260352.01 9.48
1518872.14 14260363.60 9.55
1518874.77 14260357.79 9.65
1518867.32 14260346.80 9.68
1518867.02 14260384.40 9.74
1518869.75 14260342.40 9.78
1518876.47 14260374.55 9.78
1518870.40 14260374.16 9.84
1518861.18 14260380.00 9.84
1518865.81 14260377.31 9.94
1518878.21 14260366.55 9.97
1518876.18 14260336.82 10.04
1518863.61 14260367.66 10.14
1518866.56 14260361.46 10.20
1518878.44 14260384.66 10.20
1518870.60 14260336.46 10.37
1518878.11 14260332.16 10.43
1518869.09 14260357.10 10.60
1518862.86 14260372.68 10.76
1518878.44 14260297.06 10.76
1518880.21 14260288.63 10.86
1518879.16 14260282.36 10.96
1518876.31 14260307.92 11.09
1518877.16 14260275.96 11.19
1518878.28 14260302.15 11.22
1518874.44 14260269.14 11.88
1518874.77 14260291.09 11.98
1518873.49 14260282.23 12.14
1518872.37 14260274.75 12.20
1518876.83 14260261.73 12.30
1518877.85 14260237.25 12.30
1518866.96 14260264.12 12.40
1518868.43 14260259.23 12.43
1518872.40 14260249.19 12.47
1518877.88 14260252.90 12.57
1518877.69 14260244.83 12.63
1518871.35 14260254.31 12.99
1518874.67 14260257.79 14.73
1518868.04 14260244.60 15.35
1518877.10 14260128.95 15.58
1518860.23 14260387.09 16.54
1518899.54 14260384.33 8.73
1518882.94 14260373.01 8.76
1518894.22 14260368.32 9.09
1518900.75 14260378.98 9.12
1518888.41 14260356.67 9.15
1518884.02 14260366.71 9.32
1518887.33 14260362.84 9.38
1518880.34 14260349.78 9.45
1518889.63 14260375.64 9.48
1518883.16 14260355.59 9.58
1518895.83 14260351.95 9.58
1518899.27 14260390.20 9.61
1518896.55 14260362.97 9.68
1518890.61 14260351.92 9.68
1518893.17 14260386.10 9.71
1518880.44 14260342.07 9.81
1518884.71 14260385.31 9.84
1518889.20 14260369.76 9.91
1518882.21 14260336.95 9.97
1518893.60 14260357.36 10.04
1518894.75 14260377.08 10.04
1518900.19 14260358.84 10.04
1518903.90 14260387.74 10.07
1518882.64 14260361.23 10.07
1518892.45 14260303.23 10.17
1518887.07 14260293.29 10.24
1518899.31 14260347.03 10.27
1518891.50 14260380.89 10.27
1518884.94 14260347.65 10.43
1518891.10 14260289.68 10.43
1518889.30 14260389.81 10.43
1518895.27 14260298.31 10.47
1518881.29 14260327.83 10.50
1518902.29 14260354.08 10.50
1518892.06 14260346.70 10.56
1518886.91 14260284.89 10.63
1518880.28 14260312.87 10.70
1518883.85 14260297.75 10.70
1518902.69 14260341.15 10.70
1518884.35 14260280.03 10.73
1518886.94 14260309.40 10.73
1518903.08 14260370.45 10.76
1518888.45 14260335.68 10.76
1518883.33 14260319.24 10.79
1518889.37 14260298.77 10.83
1518884.74 14260331.87 10.83
1518896.85 14260341.25 10.89
1518886.48 14260314.38 10.89
1518885.49 14260324.98 10.93
1518890.32 14260279.02 10.93
1518891.50 14260340.53 10.96
1518886.25 14260380.06 10.99
1518895.40 14260292.79 10.99
1518893.93 14260283.38 11.02
1518901.87 14260290.56 11.09
1518885.82 14260274.45 11.09
1518901.05 14260267.20 11.12
1518882.15 14260306.51 11.12
1518896.75 14260270.91 11.12
1518886.54 14260303.33 11.15
1518891.43 14260313.56 11.15
1518885.30 14260340.73 11.19
1518897.04 14260287.38 11.22
1518896.06 14260278.42 11.29
1518905.18 14260307.59 11.32
1518903.83 14260272.13 11.42
1518891.40 14260272.58 11.42
1518888.38 14260319.14 11.45
1518902.62 14260363.33 11.45
1518901.87 14260336.00 11.65
1518900.36 14260260.35 11.78
1518895.40 14260264.94 11.81
