X Y Z
1926001.82 14010334.17 8.40
1926011.23 14010330.52 8.43
1925998.90 14010329.34 8.86
1926005.07 14010328.92 8.92
1925993.75 14010332.49 8.96
1926010.38 14010323.77 9.12
1926003.23 14010319.76 9.25
1926009.40 14010316.02 9.61
1926018.68 14010333.08 8.33
1926023.08 14010330.69 8.43
1926014.48 14010326.72 8.86
1926026.88 14010326.42 8.86
1926028.75 14010336.82 8.99
1926023.70 14010342.01 9.19
1926019.70 14010320.62 9.42
1926028.46 14010318.61 9.45
1926033.35 14010330.36 9.61
1926020.55 14010314.48 9.71
1926022.85 14010309.17 9.78
1926028.66 14010307.26 9.88
1926031.77 14010312.02 9.94
1926035.05 14010318.86 10.01
1926019.77 14010302.83 10.10
1926017.24 14010308.48 10.17
1926030.23 14010301.39 10.24
1926035.32 14010340.07 10.30
1926038.53 14010313.07 10.33
1926031.83 14010343.65 10.43
1926037.25 14010299.75 10.60
1926031.20 14010294.16 10.83
1926034.69 14010290.58 11.32
1926039.65 14010335.64 8.76
1926051.23 14010329.67 8.83
1926061.53 14010322.88 8.92
1926059.10 14010328.52 8.96
1926048.67 14010325.21 9.42
1926059.40 14010317.30 9.51
1926054.48 14010322.03 9.61
1926043.49 14010329.21 9.68
1926041.55 14010324.42 9.97
1926045.34 14010293.98 9.97
1926049.26 14010320.16 10.01
1926054.12 14010315.53 10.07
1926059.46 14010311.50 10.10
1926045.88 14010336.40 10.37
1926054.25 14010309.23 10.47
1926058.48 14010305.79 10.50
1926045.55 14010315.33 10.50
1926044.04 14010309.23 10.50
1926046.73 14010288.00 10.53
1926054.31 14010302.11 10.63
1926059.27 14010297.68 10.76
1926051.00 14010293.71 10.83
1926046.01 14010301.88 10.86
1926042.01 14010297.85 10.89
1926039.35 14010282.76 10.89
1926062.35 14010290.10 10.93
1926045.39 14010278.33 10.99
1926062.42 14010283.90 11.22
1926054.35 14010271.01 11.25
1926055.90 14010290.31 11.29
1926050.70 14010280.89 11.35
1926062.28 14010263.79 11.35
1926061.20 14010277.70 11.38
1926056.05 14010281.57 11.65
1926069.96 14010320.39 9.19
1926077.93 14010313.63 9.28
1926085.97 14010308.48 9.51
1926078.66 14010308.58 9.58
1926067.70 14010309.92 9.91
1926085.97 14010302.21 10.04
1926076.98 14010302.15 10.33
1926080.39 14010264.65 10.53
1926070.98 14010304.47 10.66
1926074.23 14010262.41 10.86
1926072.00 14010290.20 10.86
1926068.32 14010294.11 10.89
1926085.68 14010296.31 10.89
1926071.01 14010283.77 10.99
1926077.77 14010279.70 11.09
1926083.81 14010277.05 11.15
1926079.67 14010272.88 11.19
1926079.08 14010292.99 11.19
1926074.29 14010275.90 11.19
1926069.76 14010273.70 11.32
1926072.95 14010256.11 11.32
1926068.35 14010268.16 11.45
1926086.07 14010265.63 11.45
1926080.60 14010286.46 11.55
1926065.47 14010256.34 11.65
1926082.26 14010254.84 11.71
1926084.09 14010282.88 11.88
1926087.81 14010259.92 11.88
1926075.83 14010249.42 12.14
1926083.94 14010237.35 12.17
1926080.06 14010244.03 12.60
1926085.32 14010247.95 12.80
1926091.35 14010305.23 9.68
1926094.04 14010300.73 10.24
1926106.02 14010299.65 10.73
1926110.38 14010296.17 10.89
1926112.12 14010289.38 11.02
1926098.41 14010296.84 11.12
1926102.87 14010308.77 11.15
1926091.52 14010311.07 11.22
1926112.38 14010301.16 11.35
1926090.76 14010271.76 11.42
1926091.55 14010292.04 11.45
1926098.05 14010268.55 11.65
1926104.44 14010290.37 11.65
1926097.96 14010261.48 11.81
1926108.58 14010254.90 11.94
1926099.46 14010289.55 11.94
1926104.41 14010250.14 11.94
1926107.59 14010261.33 12.01
1926111.92 14010248.04 12.07
1926102.87 14010241.78 12.14
1926098.14 14010235.25 12.20
1926093.55 14010256.71 12.20
1926102.67 14010281.48 12.24
1926101.54 14010264.97 12.24
1926111.79 14010279.08 12.24
1926097.32 14010281.80 12.27
1926101.45 14010257.90 12.27
1926098.11 14010229.54 12.34
1926098.34 14010249.03 12.37
1926107.26 14010276.10 12.40
1926105.12 14010268.46 12.40
1926094.34 14010286.79 12.40
1926090.30 14010233.84 12.43
1926101.49 14010222.72 12.53
1926105.69 14010232.85 12.60
1926108.34 14010243.67 12.60
1926100.74 14010276.46 12.60
1926095.85 14010244.14 12.66
1926107.59 14010226.06 12.66
1926091.58 14010280.69 12.73
1926110.51 14010238.79 12.96
1926089.91 14010245.45 12.99
1926112.65 14010216.68 13.02
1926108.41 14010213.83 13.19
1926119.14 14010292.11 10.93
1926124.23 14010282.39 11.02
1926117.86 14010287.18 11.09
1926130.76 14010281.80 11.15
1926135.02 14010272.85 11.52
1926118.98 14010278.65 11.55
1926125.05 14010288.37 11.55
1926128.26 14010272.22 11.81
1926122.78 14010251.82 12.01
1926113.76 14010256.80 12.01
1926125.64 14010266.35 12.04
1926121.24 14010245.49 12.14
1926123.21 14010274.09 12.17
1926116.91 14010250.93 12.24
1926128.03 14010256.74 12.30
1926122.66 14010257.63 12.37
1926119.96 14010268.19 12.40
1926121.11 14010239.94 12.43
1926134.13 14010246.93 12.43
1926130.59 14010243.22 12.50
1926133.22 14010263.23 12.50
1926138.24 14010259.53 12.53
1926134.82 14010253.00 12.93
1926129.64 14010250.47 12.96
1926115.77 14010271.87 12.99
1926129.31 14010194.17 13.02
1926120.95 14010233.35 13.02
1926115.41 14010243.58 13.02
1926138.10 14010240.73 13.02
1926129.48 14010235.64 13.06
1926113.83 14010234.00 13.09
1926117.07 14010223.04 13.12
1926119.62 14010296.57 13.22
1926119.40 14010217.76 13.22
1926137.07 14010278.67 13.25
1926135.78 14010229.70 13.29
1926117.86 14010228.95 13.32
1926125.51 14010230.46 13.32
1926123.41 14010210.87 13.32
1926117.24 14010203.03 13.35
1926115.53 14010210.61 13.35
1926135.90 14010186.75 13.39
1926126.72 14010205.98 13.45
1926131.77 14010202.34 13.48
1926126.75 14010223.50 13.52
1926132.53 14010211.76 13.55
1926122.13 14010199.36 13.55
1926127.54 14010214.68 13.62
1926137.61 14010203.36 13.98
1926136.35 14010222.10 14.01
1926136.60 14010192.66 14.21
1926139.78 14010269.57 11.68
1926146.08 14010270.81 11.75
1926154.94 14010273.86 11.91
1926144.83 14010264.94 12.27
1926161.33 14010280.56 12.30
1926144.08 14010259.46 12.47
1926155.17 14010265.63 12.50
1926160.71 14010267.66 12.63
1926151.03 14010259.56 12.70
1926141.48 14010254.24 12.93
1926149.98 14010173.54 12.93
1926157.46 14010187.18 12.96
1926155.17 14010181.74 13.06
1926140.30 14010248.60 13.06
1926151.75 14010188.73 13.09
1926160.18 14010259.72 13.09
1926158.58 14010177.05 13.09
1926145.09 14010245.65 13.12
1926161.66 14010170.26 13.16
1926153.59 14010167.11 13.16
