X Y Z
1021298.58 14502451.41 9.61
1021298.81 14502456.72 9.68
1021298.65 14502445.76 9.68
1021297.86 14502438.22 9.78
1021297.92 14502473.42 9.78
1021297.63 14502432.05 9.84
1021297.86 14502478.80 9.94
1021297.20 14502486.48 9.97
1021299.70 14502423.45 10.01
1021298.94 14502462.13 10.10
1021301.99 14502399.40 10.14
1021299.50 14502416.30 10.27
1021303.86 14502394.75 10.53
1021301.43 14502406.39 10.60
1021296.58 14502494.55 10.63
1021312.75 14502890.64 10.86
1021304.85 14502387.30 10.86
1021313.08 14502884.08 10.99
1021295.43 14502517.71 11.06
1021307.01 14502376.27 11.09
1021312.92 14502897.76 11.09
1021306.32 14502844.65 11.12
1021296.74 14502502.03 11.19
1021302.75 14502469.09 11.25
1021308.42 14502852.26 11.32
1021306.75 14502836.87 11.32
1021302.71 14502427.98 11.35
1021309.08 14502366.10 11.48
1021301.04 14502483.66 11.52
1021302.75 14502441.24 11.52
1021311.11 14502874.24 11.52
1021309.05 14502859.18 11.55
1021300.68 14502690.38 11.55
1021300.32 14502685.39 11.58
1021296.28 14502508.53 11.58
1021310.78 14502869.02 11.65
1021306.09 14502830.60 11.68
1021302.71 14502474.27 11.71
1021301.30 14502709.90 11.78
1021301.24 14502702.42 11.88
1021303.30 14502458.59 11.94
1021305.70 14502823.52 11.98
1021302.81 14502784.67 11.98
1021304.98 14502814.13 11.98
1021301.04 14502696.81 12.01
1021299.17 14502674.31 12.01
1021303.27 14502791.43 12.11
1021301.47 14502722.70 12.17
1021303.24 14502446.62 12.24
1021302.06 14502753.87 12.30
1021295.10 14502531.36 12.30
1021302.42 14502489.76 12.37
1021310.59 14502356.52 12.37
1021298.55 14502668.33 12.40
1021301.53 14502773.81 12.40
1021311.21 14502348.75 12.43
1021296.81 14502524.80 12.43
1021306.26 14502401.64 12.47
1021302.81 14502730.21 12.47
1021304.06 14502433.53 12.53
1021304.16 14502410.69 12.57
1021294.91 14502543.96 12.66
1021301.76 14502768.24 12.66
1021300.75 14502498.22 12.73
1021293.13 14502554.98 12.80
1021294.54 14502538.15 12.86
1021303.47 14502744.48 12.89
1021303.11 14502739.14 12.93
1021305.50 14502422.53 12.93
1021299.24 14502513.51 12.93
1021297.30 14502657.31 12.96
1021294.64 14502549.57 12.96
1021308.29 14502391.83 12.99
1021303.93 14502716.63 13.02
1021310.06 14502381.95 13.02
1021310.42 14502840.94 13.16
1021311.64 14502370.86 13.16
1021295.46 14502561.97 13.16
1021305.63 14502416.56 13.25
1021306.29 14502809.48 13.32
1021295.40 14502652.13 13.35
1021303.44 14502798.65 13.42
1021303.99 14502762.26 13.45
1021307.34 14502901.67 13.48
1021306.03 14502479.42 13.48
1021305.63 14502779.82 13.55
1021293.63 14502573.62 13.62
1021295.36 14502568.50 13.65
1021312.65 14502362.30 13.75
1021308.03 14502819.02 13.81
1021310.72 14502826.83 13.81
1021305.57 14502495.89 13.91
1021306.91 14502453.90 13.91
1021302.02 14502805.15 13.91
1021294.25 14502592.19 13.98
1021294.58 14502597.83 14.01
1021295.27 14502581.23 14.07
1021303.99 14502680.93 14.07
1021306.55 14502735.56 14.11
1021299.73 14502518.43 14.11
1021307.83 14502484.05 14.14
1021294.94 14502603.21 14.17
1021297.07 14502643.53 14.21
1021305.83 14502770.89 14.24
1021305.21 14502706.13 14.30
1021305.54 14502700.75 14.34
1021308.03 14502471.81 14.34
1021306.91 14502724.11 14.37
1021299.79 14502661.67 14.37
1021301.27 14502506.95 14.47
1021312.23 14502832.08 14.50
1021299.40 14502539.50 14.53
1021307.44 14502465.91 14.53
1021304.09 14502673.75 14.60
1021305.14 14502691.96 14.67
1021301.01 14502530.80 14.67
1021306.98 14502749.40 14.73
1021308.55 14502712.76 14.73
1021303.60 14502511.41 14.73
1021294.02 14502635.10 14.80
