X Y Z
1936368.79 14016698.13 14.93
1936373.78 14016698.65 15.32
1936371.68 14016718.54 15.39
1936371.16 14016723.52 15.52
1936365.68 14016727.95 15.52
1936361.74 14016717.49 15.55
1936361.21 14016722.47 15.88
1936360.16 14016732.41 15.98
1936372.73 14016708.60 16.04
1936370.11 14016733.46 16.04
1936374.04 14016743.93 16.14
1936367.74 14016708.07 16.34
1936367.25 14016713.06 16.34
1936359.64 14016737.40 16.44
1936365.15 14016732.94 16.50
1936374.57 14016738.94 16.80
1936364.10 14016742.88 16.99
1936388.35 14016463.88 11.71
1936399.34 14016454.99 11.71
1936393.33 14016464.40 11.78
1936395.93 14016439.53 11.84
1936392.81 14016469.39 11.84
1936399.63 14016500.26 11.91
1936395.43 14016540.03 11.98
1936394.12 14016504.72 11.98
1936397.24 14016474.87 11.98
1936387.82 14016468.87 11.98
1936394.65 14016499.74 12.01
1936389.66 14016499.21 12.11
1936391.50 14016434.06 12.11
1936399.08 14016409.71 12.11
1936394.91 14016545.01 12.14
1936395.70 14016489.80 12.17
1936395.40 14016444.52 12.20
1936396.75 14016479.86 12.24
1936391.00 14016534.55 12.24
1936397.53 14016520.14 12.27
1936397.01 14016525.13 12.27
1936396.98 14016429.59 12.27
1936389.13 14016504.20 12.30
1936394.38 14016454.46 12.34
1936393.07 14016514.67 12.40
1936392.02 14016524.61 12.40
1936390.71 14016489.27 12.43
1936386.02 14016534.02 12.47
1936388.87 14016458.92 12.53
1936379.72 14016498.16 12.57
1936391.76 14016479.33 12.60
1936382.87 14016468.34 12.60
1936391.99 14016429.07 12.60
1936387.59 14016519.09 12.63
1936394.09 14016409.19 12.63
1936387.30 14016473.82 12.66
1936385.49 14016539.01 12.70
1936383.89 14016458.40 12.80
1936389.95 14016544.49 12.86
1936398.52 14016319.16 12.89
1936394.38 14016550.00 12.96
1936385.23 14016493.73 12.99
1936393.56 14016414.17 13.06
1936398.03 14016419.65 13.06
1936399.04 14016314.17 13.06
1936384.41 14016453.41 13.09
1936374.76 14016497.64 13.12
1936389.40 14016453.94 13.12
1936386.54 14016529.07 13.16
1936385.76 14016488.75 13.16
1936389.13 14016408.66 13.19
1936379.19 14016503.15 13.19
1936382.34 14016473.29 13.29
1936386.77 14016478.81 13.32
1936399.67 14016691.31 13.39
1936399.17 14016696.29 13.39
1936394.19 14016695.77 13.48
1936389.43 14016549.48 13.62
1936380.24 14016493.21 13.65
1936397.04 14016620.64 13.65
1936396.52 14016625.62 13.81
1936380.54 14016538.48 13.81
1936389.20 14016695.24 13.85
1936398.65 14016701.25 13.91
1936389.72 14016690.26 13.94
1936380.77 14016488.22 13.94
1936393.14 14016705.71 14.21
1936381.82 14016478.28 14.24
1936398.12 14016706.23 14.24
1936384.25 14016694.72 14.40
1936397.30 14016665.91 14.40
1936390.25 14016685.30 14.50
1936379.78 14016689.24 14.50
1936383.72 14016699.70 14.50
1936398.35 14016655.97 14.53
1936392.87 14016660.43 14.57
1936396.78 14016670.90 14.57
1936395.76 14016680.84 14.57
1936384.77 14016689.73 14.60
1936380.31 14016684.25 14.60
1936391.30 14016675.36 14.63
1936392.61 14016710.70 14.67
1936397.60 14016711.19 14.70
1936378.21 14016704.13 14.73
1936375.78 14016487.70 14.86
1936395.99 14016630.61 14.89
1936388.41 14016654.92 14.89
1936385.82 14016679.79 14.89
1936387.89 14016659.91 14.93
1936382.67 14016709.65 14.99
1936386.61 14016720.11 15.03
1936386.84 14016669.85 15.03
1936398.88 14016651.02 15.03
1936387.13 14016715.12 15.03
1936380.83 14016679.27 15.09
1936396.55 14016721.16 15.12
1936397.07 14016716.17 15.12
1936381.62 14016719.59 15.19
1936379.26 14016694.19 15.32
1936391.07 14016725.59 15.32
1936376.14 14016724.05 15.32
1936397.86 14016756.46 15.42
1936399.40 14016646.03 15.45
1936376.31 14016482.74 15.52
1936393.92 14016650.49 15.52
1936389.46 14016644.98 15.55
1936377.19 14016714.07 15.65
1936387.92 14016755.45 15.68
1936378.50 14016749.41 15.75
1936375.09 14016733.99 15.78
1936393.43 14016750.98 15.81
1936388.45 14016750.46 15.81
1936395.50 14016731.10 15.81
1936380.60 14016729.53 15.85
1936388.94 14016649.97 15.88
1936394.42 14016645.51 15.98
1936385.03 14016735.01 15.98
1936390.02 14016735.53 16.21
1936394.45 14016741.04 16.24
1936398.39 14016751.51 16.24
1936399.44 14016741.57 16.47
1936380.08 14016734.51 16.50
1936384.51 14016739.99 16.54
1936388.97 14016745.47 16.73
1936393.96 14016746.00 16.86
1936383.98 14016744.98 16.93
1936409.31 14016551.54 11.42
1936414.30 14016552.07 11.45
1936424.44 14016407.35 11.45
1936417.19 14016572.47 11.48
1936408.49 14016415.72 11.52
1936416.66 14016577.46 11.55
1936412.95 14016421.23 11.55
1936404.88 14016546.06 11.58
1936407.97 14016420.70 11.61
1936423.71 14016558.10 11.65
1936416.14 14016582.45 11.68
1936411.67 14016576.94 11.68
1936403.50 14016415.19 11.71
1936411.15 14016581.92 11.71
1936424.24 14016553.12 11.75
1936404.32 14016455.51 11.75
1936405.37 14016541.08 11.75
1936399.90 14016545.54 11.78
1936406.92 14016430.64 11.78
1936411.90 14016431.17 11.78
1936404.06 14016505.74 11.81
1936401.18 14016485.34 11.81
1936404.85 14016450.53 11.84
1936410.36 14016541.60 11.84
1936422.66 14016568.04 11.84
1936418.73 14016557.58 11.88
1936419.48 14016406.82 11.88
1936403.54 14016510.73 11.91
1936423.12 14016372.02 11.94
1936419.22 14016457.09 11.94
1936401.44 14016435.11 11.94
1936409.05 14016506.27 11.94
1936418.96 14016411.81 11.94
1936413.97 14016411.29 11.94
1936424.17 14016362.07 11.98
1936406.16 14016485.86 11.98
1936400.13 14016495.28 11.98
1936399.86 14016450.00 11.98
1936419.19 14016361.55 12.01
1936415.35 14016542.13 12.01
1936405.64 14016490.85 12.01
1936419.74 14016452.10 12.01
1936419.71 14016356.56 12.01
1936402.98 14016420.18 12.04
1936405.87 14016440.58 12.07
1936408.52 14016511.25 12.07
1936413.74 14016461.52 12.07
1936405.08 14016400.30 12.07
1936420.53 14016396.88 12.07
1936400.95 14016535.60 12.11
1936411.64 14016481.40 12.11
1936402.22 14016475.39 12.11
1936423.68 14016462.57 12.11
1936422.60 14016377.00 12.14
1936410.13 14016591.86 12.14
1936409.54 14016405.77 12.17
1936405.60 14016395.31 12.17
1936419.78 14016547.64 12.17
1936410.85 14016441.11 12.17
1936420.60 14016587.93 12.17
1936402.49 14016425.16 12.17
1936403.01 14016515.72 12.17
1936420.27 14016447.11 12.17
1936423.16 14016467.55 12.27
1936410.10 14016496.33 12.27
1936417.32 14016235.66 12.30
1936416.37 14016532.19 12.30
1936415.55 14016396.36 12.30
1936421.06 14016391.90 12.34
1936402.00 14016525.66 12.34
1936423.39 14016321.75 12.34
1936418.66 14016366.54 12.34
1936407.21 14016475.92 12.37
1936416.79 14016240.65 12.37
1936422.30 14016236.19 12.40
1936411.31 14016245.08 12.40
1936417.12 14016381.43 12.40
1936414.56 14016597.34 12.43
1936406.33 14016244.55 12.43
1936417.84 14016230.68 12.47
1936416.10 14016486.91 12.47
1936414.23 14016361.02 12.50
1936421.35 14016532.71 12.50
1936418.40 14016321.23 12.50
1936420.07 14016592.91 12.50
1936416.07 14016391.37 12.50
1936422.83 14016231.20 12.53
1936421.25 14016246.13 12.57
1936412.13 14016380.91 12.60
1936420.76 14016346.62 12.60
1936406.42 14016531.14 12.60
1936414.76 14016356.04 12.60
1936415.58 14016491.90 12.60
1936417.91 14016421.75 12.63
1936407.47 14016521.19 12.63
1936416.63 14016481.92 12.63
1936403.27 14016465.45 12.66
1936411.41 14016531.66 12.66
1936417.68 14016471.98 12.70
1936414.79 14016451.58 12.70
1936408.75 14016460.99 12.70
1936418.14 14016275.95 12.73
1936413.15 14016275.46 12.80
1936417.61 14016280.94 12.80
1936414.53 14016501.84 12.80
1936423.62 14016271.52 12.80
1936421.32 14016437.17 12.80
1936413.94 14016315.75 12.83
1936413.41 14016225.20 12.83
1936411.08 14016390.85 12.83
1936422.34 14016331.73 12.86
1936419.45 14016311.29 12.86
1936412.92 14016325.69 12.89
1936415.84 14016441.63 12.89
1936422.86 14016326.74 12.93
1936418.89 14016220.74 12.93
1936414.04 14016602.33 12.93
1936407.74 14016470.93 12.96
1936413.71 14016366.01 12.96
1936410.53 14016204.79 12.96
1936414.46 14016310.76 12.96
1936413.22 14016466.50 12.99
1936423.88 14016221.26 12.99
1936415.28 14016351.08 12.99
1936410.56 14016395.83 12.99
1936408.46 14016320.21 12.99
1936413.68 14016270.47 12.99
1936417.09 14016285.93 13.06
1936416.89 14016527.20 13.09
1936416.27 14016245.60 13.12
1936414.43 14016215.26 13.12
1936419.94 14016210.79 13.12
1936415.51 14016300.82 13.12
1936420.56 14016492.39 13.16
1936407.15 14016284.88 13.16
1936419.55 14016597.87 13.16
1936414.95 14016210.27 13.16
1936416.00 14016200.33 13.16
1936415.81 14016346.10 13.19
1936410.03 14016305.28 13.19
1936408.43 14016224.67 13.22
1936417.35 14016331.20 13.22
1936408.69 14016269.95 13.25
1936421.02 14016296.39 13.25
1936416.33 14016436.65 13.25
1936411.61 14016385.89 13.29
1936422.57 14016281.46 13.32
1936421.88 14016527.72 13.32
1936421.52 14016291.40 13.32
1936406.10 14016294.82 13.32
1936422.11 14016477.49 13.32
1936407.18 14016380.38 13.35
1936408.72 14016365.49 13.39
1936408.98 14016315.22 13.39
1936411.02 14016199.80 13.45
1936417.74 14016663.02 13.45
1936405.70 14016681.89 13.45
1936408.16 14016274.94 13.48
1936409.25 14016360.50 13.48
1936423.75 14016653.61 13.52
1936420.04 14016497.38 13.52
1936410.33 14016446.10 13.52
1936404.65 14016691.83 13.52
1936402.03 14016621.16 13.55
1936413.28 14016657.55 13.55
1936405.05 14016304.76 13.55
1936418.76 14016653.08 13.58
1936422.93 14016517.78 13.58
1936416.82 14016336.16 13.58
1936400.06 14016304.23 13.58
1936422.43 14016618.27 13.58
1936406.95 14016526.18 13.58
1936424.01 14016698.88 13.62
1936413.51 14016607.28 13.62
1936411.94 14016526.67 13.62
1936412.76 14016662.53 13.62
1936411.58 14016290.36 13.62
1936404.52 14016309.74 13.65
1936424.47 14016502.85 13.65
1936401.50 14016626.15 13.68
1936412.07 14016189.86 13.68
1936423.22 14016658.60 13.71
1936419.81 14016643.14 13.71
1936400.19 14016686.35 13.75
1936407.38 14016234.61 13.75
1936416.53 14016195.37 13.75
1936417.05 14016190.39 13.78
1936420.86 14016633.20 13.78
1936400.72 14016681.36 13.78
1936408.23 14016465.98 13.81
1936421.91 14016623.26 13.81
1936414.33 14016647.61 13.81
1936412.66 14016375.95 13.85
1936408.82 14016652.07 13.85
1936423.94 14016507.84 13.85
1936416.30 14016341.14 13.88
1936420.99 14016200.85 13.88
1936412.99 14016516.73 13.91
1936409.11 14016697.34 13.91
1936423.48 14016703.87 13.91
1936410.82 14016345.57 13.94
1936408.03 14016611.75 13.94
1936417.42 14016522.24 13.98
1936424.37 14016216.31 13.98
1936421.58 14016482.45 13.98
1936406.23 14016676.90 14.04
1936409.34 14016647.08 14.07
1936422.17 14016668.54 14.11
1936419.06 14016698.36 14.11
1936420.11 14016688.42 14.14
1936422.96 14016613.32 14.14
1936421.12 14016678.48 14.17
1936421.52 14016195.87 14.17
1936414.86 14016642.62 14.24
1936410.66 14016682.41 14.24
1936408.20 14016370.44 14.27
1936415.87 14016632.68 14.27
1936417.45 14016617.75 14.34
1936400.98 14016631.10 14.44
1936401.24 14016676.38 14.44
1936407.77 14016662.01 14.44
1936403.87 14016651.54 14.50
1936402.29 14016666.44 14.50
1936409.64 14016692.36 14.50
1936413.48 14016511.78 14.53
1936416.92 14016622.74 14.57
1936418.01 14016708.30 14.60
1936404.39 14016646.56 14.67
1936414.07 14016697.83 14.67
1936419.02 14016602.85 14.67
1936421.94 14016718.80 14.67
1936412.23 14016667.49 14.76
1936410.13 14016687.37 14.80
1936415.64 14016682.94 14.83
1936406.75 14016671.95 14.83
1936417.48 14016713.29 14.83
1936407.51 14016616.73 14.86
1936417.97 14016612.80 14.86
1936409.87 14016642.09 14.89
1936414.00 14016506.79 14.89
1936408.06 14016707.28 14.96
1936413.54 14016702.82 14.96
1936418.47 14016512.30 14.99
1936423.48 14016608.33 15.03
1936419.51 14016502.36 15.03
1936402.06 14016716.70 15.06
1936420.89 14016728.74 15.09
1936411.44 14016627.20 15.12
1936416.96 14016718.27 15.16
1936416.69 14016673.00 15.19
1936400.45 14016636.09 15.19
1936424.50 14016598.39 15.29
1936412.53 14016712.76 15.35
1936402.85 14016756.99 15.42
1936422.73 14016759.09 15.49
1936404.88 14016641.57 15.58
1936405.97 14016727.17 15.58
1936400.49 14016731.63 15.62
1936415.91 14016728.22 15.72
1936412.79 14016758.04 15.72
1936404.92 14016737.11 15.75
1936411.48 14016722.70 15.78
1936406.49 14016722.18 15.81
1936419.84 14016738.68 15.88
1936410.43 14016732.64 15.88
1936418.50 14016607.81 15.94
1936409.90 14016737.63 16.04
1936404.42 14016742.09 16.17
1936423.78 14016749.15 16.34
1936408.33 14016752.56 16.37
1936419.32 14016743.64 16.40
1936408.85 14016747.57 16.63
1936418.79 14016748.62 16.67
