X Y Z
1194098.86 14209631.64 24.02
1194079.28 14209625.01 24.05
1194082.92 14209628.79 24.28
1194096.04 14209636.73 24.48
1194093.88 14209631.15 24.64
1194095.22 14209602.15 24.70
1194095.65 14209610.64 24.74
1194082.72 14209621.27 24.74
1194091.32 14209607.72 24.80
1194088.43 14209597.85 24.90
1194090.04 14209612.97 25.00
1194088.86 14209631.54 25.03
1194094.66 14209596.27 25.07
1194085.71 14209616.98 25.13
1194089.25 14209592.89 25.49
1194096.80 14209591.68 25.59
1194096.27 14209626.75 25.59
1194093.29 14209558.84 25.79
1194097.09 14209615.53 25.82
1194086.20 14209625.28 25.85
1194091.45 14209553.56 25.89
1194091.28 14209627.02 25.92
1194092.96 14209563.96 26.18
1194088.30 14209558.22 26.25
1194084.99 14209567.30 26.25
1194091.55 14209587.91 26.25
1194098.27 14209559.00 26.25
1194090.79 14209548.50 26.31
1194096.50 14209553.92 26.35
1194080.43 14209564.81 26.54
1194090.69 14209617.80 26.57
1194096.57 14209544.44 26.61
1194085.12 14209562.09 26.71
1194090.14 14209568.16 26.71
1194098.73 14209536.56 27.39
1194094.57 14209584.10 27.46
1194093.58 14209622.82 27.46
1194098.67 14209581.02 27.59
1194098.63 14209563.92 27.72
1194088.86 14209572.85 27.89
1194094.93 14209568.19 28.18
1194094.76 14209578.07 28.97
1194093.68 14209572.82 29.63
1194122.39 14209449.75 9.42
1194121.04 14209454.77 10.47
1194122.81 14209459.36 11.68
1194119.73 14209475.47 16.34
1194117.76 14209480.03 18.24
1194123.44 14209483.81 19.52
1194118.29 14209484.36 21.06
1194119.37 14209489.09 23.20
1194114.91 14209486.89 23.79
1194101.32 14209636.04 24.15
1194103.92 14209630.20 24.28
1194121.83 14209648.34 24.38
1194109.69 14209623.21 24.51
1194116.97 14209589.81 24.61
1194116.94 14209647.13 24.64
1194116.09 14209595.32 24.77
1194121.37 14209586.56 24.77
1194111.99 14209590.50 24.77
1194119.40 14209652.93 24.77
1194121.21 14209620.78 24.80
1194105.72 14209619.93 24.84
1194121.99 14209591.68 24.87
1194111.23 14209596.57 24.93
1194118.75 14209616.25 25.00
1194114.71 14209623.14 25.00
1194119.40 14209602.84 25.00
1194120.84 14209597.55 25.00
1194099.98 14209599.92 25.03
1194120.62 14209643.09 25.03
1194113.66 14209585.38 25.03
1194100.70 14209609.23 25.07
1194104.28 14209625.18 25.10
1194112.45 14209644.31 25.13
1194108.41 14209586.40 25.13
1194107.36 14209593.03 25.20
1194123.83 14209616.16 25.23
1194117.99 14209582.72 25.33
1194120.81 14209610.68 25.36
1194110.58 14209602.31 25.36
1194106.05 14209598.08 25.39
1194112.35 14209618.39 25.39
1194115.66 14209607.03 25.43
1194108.71 14209628.10 25.46
1194120.09 14209625.67 25.46
1194102.67 14209614.29 25.49
1194115.73 14209491.81 25.56
1194121.44 14209633.97 25.56
1194101.88 14209641.12 25.56
1194102.41 14209604.51 25.59
1194115.20 14209612.15 25.62
1194116.12 14209640.30 25.66
1194117.07 14209557.59 25.69
1194119.20 14209576.88 25.69
1194120.68 14209549.03 25.69
1194115.10 14209600.15 25.72
1194116.51 14209631.81 25.72
1194103.36 14209589.45 25.75
1194119.83 14209494.80 25.75
1194116.45 14209552.38 25.75
1194107.98 14209641.58 25.82
1194100.83 14209619.21 25.82
1194110.15 14209581.54 25.85
1194102.47 14209594.57 25.89
1194123.50 14209606.44 25.89
1194121.50 14209570.62 25.92
1194106.54 14209611.14 25.95
1194115.33 14209562.68 26.02
1194119.63 14209543.68 26.02
1194112.31 14209555.56 26.02
1194112.61 14209649.88 26.02
1194114.55 14209579.05 26.05
1194104.05 14209583.51 26.08
1194106.67 14209634.43 26.08
1194116.02 14209547.16 26.18
1194116.71 14209572.36 26.18
1194110.90 14209608.35 26.25
1194111.72 14209550.21 26.35
1194121.27 14209553.95 26.41
1194117.92 14209567.04 26.44
1194111.40 14209637.94 26.54
1194110.38 14209560.15 26.54
1194118.35 14209506.84 26.57
1194107.26 14209554.94 26.64
1194100.47 14209541.25 26.67
1194119.30 14209530.20 26.67
1194099.59 14209585.97 26.67
1194112.77 14209568.71 26.71
1194123.67 14209565.93 26.74
1194111.92 14209574.55 26.74
1194118.29 14209538.76 26.84
1194104.18 14209537.25 26.84
1194105.00 14209578.52 26.87
1194111.43 14209632.33 26.90
1194114.45 14209542.24 26.94
1194108.25 14209646.90 26.94
1194107.39 14209533.41 27.03
1194121.53 14209534.82 27.03
1194113.73 14209534.07 27.07
1194115.20 14209527.34 27.07
1194115.17 14209516.19 27.10
1194106.57 14209550.01 27.13
1194101.78 14209532.40 27.13
1194102.37 14209556.08 27.20
1194120.19 14209562.09 27.20
1194108.34 14209566.39 27.23
1194119.73 14209518.42 27.26
1194109.95 14209545.62 27.26
1194108.61 14209502.97 27.30
1194099.91 14209550.34 27.36
1194123.40 14209540.01 27.39
1194107.03 14209572.98 27.39
