X Y Z
1519496.91 14260110.25 13.02
1519479.33 14260115.10 13.42
1519496.68 14260098.34 13.55
1519493.66 14260083.15 13.58
1519494.71 14260105.23 13.58
1519492.05 14260112.32 13.62
1519488.08 14260081.57 13.65
1519487.63 14260115.07 13.65
1519489.66 14260086.96 13.78
1519491.27 14260099.52 13.85
1519495.37 14260116.32 13.85
1519484.41 14260085.09 13.98
1519489.79 14260107.03 14.01
1519478.60 14260109.40 14.01
1519494.09 14260089.48 14.04
1519484.71 14260110.61 14.04
1519483.20 14260078.49 14.04
1519485.20 14260091.22 14.21
1519480.34 14260092.40 14.30
1519485.00 14260104.80 14.47
1519492.48 14260094.27 14.47
1519485.69 14260099.13 14.50
1519479.49 14260084.23 14.57
1519478.41 14260076.26 14.60
1519478.24 14260104.21 14.99
1519480.41 14260099.23 15.16
1519500.91 14260116.02 13.12
1519501.18 14260106.80 13.32
1519520.73 14260116.29 13.42
1519513.12 14260116.84 13.55
1519520.63 14260060.64 13.85
1519508.10 14260117.24 13.85
1519498.55 14260080.26 13.91
1519521.52 14260111.17 13.94
1519518.24 14260055.85 13.98
1519523.06 14260067.47 13.98
1519522.80 14260105.59 14.01
1519516.14 14260063.23 14.21
1519498.45 14260085.97 14.21
1519500.29 14260094.96 14.34
1519516.30 14260111.30 14.37
1519504.98 14260109.92 14.37
1519509.97 14260112.58 14.40
1519503.54 14260082.43 14.44
1519522.34 14260079.77 14.44
1519516.20 14260068.62 14.44
1519517.97 14260104.18 14.63
1519501.34 14260101.16 14.73
1519521.98 14260090.17 14.76
1519519.71 14260050.21 14.76
1519502.52 14260088.83 14.80
1519520.73 14260084.63 14.83
1519522.83 14260099.78 14.86
1519517.38 14260078.36 15.09
1519515.71 14260084.43 15.16
1519512.63 14260106.90 15.22
1519521.29 14259995.35 15.29
1519507.61 14260087.58 15.35
1519505.97 14260104.77 15.45
1519512.76 14260004.67 15.45
1519516.43 14260000.67 15.49
1519505.83 14260077.74 15.58
1519520.34 14260095.45 15.62
1519509.54 14260082.46 15.78
1519516.63 14260089.48 15.85
1519512.59 14260101.82 15.88
1519504.85 14260093.55 15.88
1519522.30 14260000.21 15.94
1519512.40 14260077.28 15.98
1519516.50 14260008.02 16.04
1519522.66 14260037.61 16.14
1519520.96 14260012.09 16.50
1519507.51 14260099.75 16.57
1519521.68 14260006.08 16.67
1519516.07 14260097.98 16.77
1519513.54 14260093.45 17.59
1519547.80 14260115.63 12.11
1519547.40 14260084.56 12.34
1519542.45 14259924.16 12.50
1519540.84 14260087.51 12.57
1519545.20 14260102.51 12.57
1519536.74 14260100.64 12.63
1519542.78 14260116.38 12.66
1519539.82 14260105.13 12.66
1519544.78 14260108.15 12.73
1519542.12 14260098.47 12.80
1519537.82 14260093.25 12.80
1519534.54 14260116.55 12.83
1519547.80 14260071.47 12.86
1519536.51 14260109.20 12.89
1519530.90 14260068.19 12.89
1519542.94 14260092.57 12.93
1519535.72 14260086.96 12.96
1519532.87 14260105.00 13.02
1519525.72 14260115.37 13.06
1519547.47 14260090.17 13.06
1519545.60 14260056.18 13.09
1519531.59 14260110.12 13.16
1519533.10 14260097.16 13.16
1519542.48 14260071.40 13.22
1519546.55 14260096.04 13.25
1519540.45 14260082.39 13.25
1519532.38 14260091.25 13.29
1519545.83 14260063.83 13.35
1519527.98 14260103.26 13.52
1519542.28 14260052.31 13.55
1519526.60 14260109.99 13.58
1519533.33 14260063.76 13.68
1519530.70 14260086.27 13.75
1519537.56 14260069.73 13.78
1519528.21 14260095.88 13.78
1519539.95 14260056.97 13.88
1519546.62 14260049.23 13.91
1519527.00 14260090.43 13.94
1519527.62 14260062.22 14.01
1519528.28 14260080.16 14.17
1519537.43 14260050.01 14.37
1519541.69 14260046.80 14.44
1519540.61 14260065.27 14.50
1519525.81 14260084.63 14.50
1519523.91 14260056.87 14.53
1519534.97 14260059.04 14.57
1519547.93 14260044.04 14.57
1519544.19 14259928.72 14.70
1519534.05 14260081.61 14.80
1519524.67 14260051.00 14.80
1519537.82 14260036.27 14.80
1519523.52 14260042.93 14.80
1519526.67 14259990.14 15.09
1519540.25 14260031.87 15.19
1519535.20 14260032.03 15.22
1519533.36 14260038.99 15.22
1519542.74 14260041.58 15.26
1519531.49 14260049.32 15.32
1519542.58 14260022.81 15.32
1519527.42 14260039.09 15.35
1519529.88 14260057.53 15.39
1519537.53 14260020.42 15.42
1519543.07 14260014.84 15.45
1519537.33 14260015.10 15.49
1519537.66 14260043.55 15.55
1519545.70 14260031.61 15.55
1519532.15 14260017.70 15.68
1519546.62 14260018.48 15.72
1519547.40 14260038.99 15.78
1519531.26 14260028.29 15.81
1519539.00 14260010.38 15.88
1519529.55 14260033.90 15.88
1519547.21 14260011.86 15.91
1519529.69 14259986.20 15.98
1519527.36 14259995.72 15.98
1519543.10 14260035.94 16.01
1519532.84 14260012.61 16.17
1519533.89 14259961.10 16.21
1519535.43 14260003.65 16.37
1519526.96 14260015.63 16.37
1519531.23 14260006.48 16.44
1519528.11 14260045.26 16.44
1519534.02 14259998.31 16.47
1519544.58 14259956.84 16.54
1519543.66 14260007.95 16.57
1519529.00 14260001.03 16.57
1519538.91 14259929.74 16.63
1519526.34 14260029.80 16.77
1519534.54 14259956.15 16.80
1519526.47 14260008.41 16.80
1519546.78 14259951.72 16.83
1519531.85 14259993.12 16.86
1519537.86 14259964.28 16.86
1519538.18 14259942.20 16.90
1519543.92 14259961.82 16.93
1519544.91 14260002.70 17.09
1519541.63 14259952.57 17.19
1519539.00 14259998.64 17.22
1519532.84 14259948.24 17.26
1519547.44 14259931.94 17.29
1519541.20 14259937.91 17.39
1519545.14 14259973.90 17.42
1519546.91 14259943.39 17.45
1519538.58 14259947.16 17.45
1519547.99 14259988.73 17.52
1519547.17 14259980.75 17.59
1519539.20 14259958.51 17.62
1519543.47 14259991.02 17.65
1519535.23 14259988.86 17.72
1519537.40 14259993.39 17.72
1519539.95 14259975.08 17.75
1519545.50 14259967.04 17.78
1519544.15 14259985.45 17.78
1519546.02 14259997.16 17.88
1519532.97 14259982.72 17.95
1519546.25 14259937.81 17.98
1519540.87 14259981.67 18.14
1519537.00 14260074.03 19.55
1519530.24 14259969.21 20.90
1519570.37 14259925.37 10.33
1519556.85 14259952.74 10.73
1519565.45 14259924.72 11.48
1519564.07 14260109.53 12.11
1519562.82 14260102.51 12.17
1519560.26 14259924.88 12.20
1519560.33 14260113.01 12.40
1519552.52 14260063.43 12.43
1519558.92 14260107.26 12.43
1519549.50 14260110.02 12.50
1519556.59 14260116.48 12.57
1519552.42 14260069.21 12.60
1519567.12 14260105.03 12.63
1519550.45 14260058.44 12.70
1519553.57 14260096.14 12.70
1519548.42 14259925.41 12.73
1519553.77 14260105.20 12.73
1519550.65 14260100.47 12.76
1519554.26 14259925.64 12.76
1519569.38 14260118.25 12.80
1519564.46 14260097.49 12.86
1519570.89 14260108.64 12.93
1519557.64 14260101.46 12.99
1519563.18 14260090.60 12.99
1519569.12 14260099.72 13.06
1519559.77 14260095.22 13.22
1519555.21 14260111.30 13.25
1519555.64 14260091.52 13.25
1519560.85 14259949.65 13.29
1519561.84 14260117.76 13.35
1519555.90 14260058.38 13.39
1519550.09 14260053.00 13.39
1519559.94 14260086.79 13.42
1519557.02 14260072.36 13.48
1519552.23 14260085.31 13.58
1519569.25 14259929.77 13.68
1519561.12 14260075.80 13.68
1519562.46 14260081.80 13.68
1519568.63 14260094.53 13.78
1519557.34 14260081.12 13.91
1519562.92 14259929.02 13.94
1519568.33 14260113.27 14.14
1519572.89 14260090.79 14.30
1519552.55 14260075.37 14.37
1519556.39 14260066.19 14.37
1519555.11 14260052.67 14.40
1519572.47 14260074.06 14.50
1519566.17 14260085.41 14.53
1519566.43 14260038.92 14.63
1519563.87 14260071.24 14.67
1519552.09 14260047.95 14.83
1519565.55 14260046.63 14.83
1519571.75 14260079.84 14.89
1519560.53 14260055.79 14.96
1519565.09 14260029.05 14.96
1519561.74 14260036.17 15.09
1519561.51 14260042.86 15.16
1519565.28 14260051.69 15.22
1519553.28 14259929.97 15.26
1519572.40 14260024.95 15.32
1519570.89 14259934.43 15.39
1519559.84 14260061.43 15.42
1519565.58 14260077.31 15.42
1519560.85 14260048.54 15.45
1519556.85 14260028.03 15.49
1519562.23 14260066.25 15.62
1519568.76 14260070.06 15.65
1519549.80 14260026.65 15.85
1519560.92 14260024.82 15.85
1519558.62 14259931.67 15.91
1519555.93 14260042.04 15.91
1519564.53 14260059.10 16.04
1519556.95 14260034.20 16.11
1519555.54 14260023.11 16.11
1519566.60 14260024.13 16.11
1519551.70 14260017.30 16.21
1519565.71 14259932.95 16.24
1519570.79 14260030.49 16.24
1519572.50 14260060.41 16.31
1519570.83 14260037.18 16.37
1519572.80 14260007.36 16.40
1519569.06 14260043.06 16.40
1519548.62 14260006.61 16.44
