X Y Z
2030581.40 14057348.05 10.07
2030585.18 14057351.33 10.17
2030573.33 14057347.62 10.37
2030590.29 14057342.41 10.40
2030580.19 14057353.50 10.47
2030584.65 14057356.91 10.56
2030588.26 14057361.96 10.66
2030589.77 14057367.77 10.83
2030592.36 14057353.99 10.83
2030579.24 14057358.65 10.93
2030584.59 14057343.95 10.93
2030582.81 14057362.35 11.02
2030590.20 14057348.35 11.06
2030589.90 14057375.97 11.15
2030581.27 14057380.37 11.19
2030575.24 14057352.25 11.19
2030592.10 14057381.88 11.29
2030581.24 14057371.15 11.38
2030579.57 14057366.23 11.55
2030592.49 14057393.13 11.58
2030584.59 14057384.53 11.75
2030617.26 14057339.45 9.97
2030604.57 14057345.72 10.07
2030614.80 14057359.11 10.14
2030602.50 14057338.73 10.17
2030601.65 14057362.68 10.17
2030605.81 14057355.01 10.27
2030600.01 14057351.72 10.37
2030612.80 14057336.80 10.40
2030611.00 14057351.79 10.50
2030598.14 14057357.89 10.50
2030598.33 14057343.10 10.63
2030612.31 14057343.88 10.63
2030606.40 14057371.02 10.76
2030610.08 14057361.53 10.76
2030614.28 14057437.12 10.83
2030616.21 14057351.56 10.86
2030616.48 14057368.75 10.86
2030594.82 14057374.20 10.96
2030594.99 14057364.78 10.96
2030611.52 14057370.03 10.99
2030600.24 14057376.27 10.99
2030616.34 14057402.77 11.02
2030608.67 14057376.23 11.06
2030617.26 14057382.99 11.09
2030598.99 14057381.74 11.12
2030604.53 14057380.10 11.12
2030617.26 14057377.38 11.19
2030615.13 14057431.84 11.22
2030605.75 14057406.78 11.22
2030616.90 14057414.26 11.32
2030594.40 14057388.17 11.32
2030608.99 14057340.11 11.35
2030616.80 14057394.64 11.38
2030614.34 14057407.73 11.38
2030607.88 14057386.04 11.42
2030612.77 14057380.04 11.48
2030602.53 14057392.28 11.52
2030608.80 14057421.67 11.52
2030595.31 14057348.35 11.55
2030595.81 14057399.76 11.55
2030607.55 14057412.06 11.61
2030608.80 14057426.76 11.65
2030616.25 14057419.80 11.65
2030610.34 14057404.25 11.65
2030605.42 14057396.44 11.68
2030616.44 14057444.18 11.71
2030611.95 14057416.00 11.75
2030604.89 14057417.14 11.78
2030602.04 14057386.17 11.84
2030610.37 14057394.21 11.84
2030598.40 14057407.56 11.84
2030614.70 14057389.52 11.91
2030614.70 14057425.35 11.94
2030601.91 14057411.47 11.98
2030601.42 14057399.59 12.11
2030642.98 14057343.36 9.81
2030619.99 14057334.80 10.04
2030640.20 14057347.89 10.07
2030626.51 14057356.42 10.07
2030619.26 14057344.97 10.14
2030637.90 14057365.70 10.17
2030622.32 14057351.99 10.17
2030634.39 14057336.37 10.27
2030640.36 14057371.02 10.33
2030635.70 14057330.86 10.37
2030639.80 14057337.35 10.40
2030630.09 14057349.46 10.40
2030640.95 14057328.92 10.50
2030619.82 14057359.43 10.53
2030638.19 14057398.71 10.53
2030633.14 14057353.53 10.53
2030626.28 14057367.05 10.53
2030640.33 14057393.10 10.60
2030629.70 14057331.42 10.63
2030630.45 14057340.54 10.63
2030634.39 14057370.39 10.66
2030637.44 14057376.04 10.70
2030619.53 14057388.86 10.73
2030622.51 14057383.48 10.86
2030635.44 14057446.61 10.89
2030634.42 14057391.95 10.93
2030642.62 14057378.14 10.93
2030632.88 14057455.60 10.93
2030639.24 14057404.91 10.93
2030624.78 14057378.07 10.96
2030636.55 14057342.54 10.96
2030627.11 14057372.82 10.96
2030636.16 14057381.94 10.96
2030635.01 14057407.63 10.99
2030619.56 14057409.14 10.99
2030631.40 14057364.91 10.99
2030636.88 14057387.09 10.99
2030636.39 14057414.03 11.06
2030639.57 14057354.48 11.12
2030630.29 14057398.35 11.12
2030631.50 14057411.57 11.12
2030621.36 14057418.42 11.15
2030621.86 14057372.39 11.15
2030626.45 14057337.09 11.19
2030629.80 14057459.76 11.19
2030636.75 14057441.23 11.19
2030633.99 14057462.58 11.22
2030626.78 14057344.31 11.22
2030632.19 14057378.00 11.22
2030641.41 14057477.28 11.22
2030629.57 14057450.21 11.25
2030642.82 14057429.05 11.29
2030631.53 14057442.57 11.35
2030626.06 14057427.84 11.35
2030626.12 14057401.59 11.38
2030642.43 14057408.91 11.38
2030619.00 14057439.39 11.38
2030630.22 14057384.60 11.38
2030637.05 14057451.89 11.38
2030642.95 14057384.40 11.42
2030642.33 14057434.40 11.42
2030628.58 14057435.06 11.42
2030630.35 14057405.56 11.42
2030632.49 14057418.59 11.48
2030638.00 14057427.09 11.52
2030628.58 14057392.57 11.55
2030622.35 14057444.01 11.55
2030620.22 14057424.62 11.58
2030624.91 14057396.64 11.58
2030627.24 14057455.17 11.65
2030620.64 14057399.85 11.68
2030637.14 14057421.54 11.75
2030626.42 14057411.53 11.81
2030641.28 14057415.37 11.84
2030634.82 14057468.88 11.84
2030640.92 14057445.95 11.88
2030621.33 14057451.10 11.91
2030634.55 14057434.53 11.91
2030642.23 14057440.70 11.91
2030640.43 14057459.96 11.94
2030642.82 14057465.54 11.94
2030632.81 14057426.82 11.98
2030639.11 14057472.30 11.98
2030621.36 14057434.24 11.98
2030642.46 14057420.46 12.27
2030627.24 14057420.82 12.47
2030661.69 14057321.41 10.01
2030655.85 14057341.36 10.10
2030658.31 14057346.05 10.14
2030653.88 14057333.68 10.20
2030662.28 14057330.56 10.24
2030644.79 14057351.30 10.24
2030651.84 14057324.72 10.33
2030658.27 14057336.60 10.33
2030650.69 14057344.64 10.37
2030662.11 14057483.94 10.47
2030651.97 14057417.21 10.56
2030663.59 14057345.16 10.60
2030662.41 14057339.88 10.60
2030652.70 14057361.01 10.60
2030666.61 14057492.01 10.63
2030646.49 14057325.05 10.66
2030663.72 14057395.13 10.73
2030651.48 14057422.52 10.79
2030666.93 14057400.31 10.79
2030664.28 14057358.15 10.79
2030644.36 14057472.56 10.83
2030644.72 14057390.11 10.86
2030664.28 14057404.91 10.86
2030650.96 14057338.50 10.86
2030661.85 14057467.73 10.89
2030648.56 14057333.98 10.89
2030659.52 14057382.30 10.93
2030656.50 14057365.04 10.93
2030661.26 14057433.61 10.96
2030660.08 14057462.94 10.96
2030646.86 14057415.18 10.99
2030661.95 14057490.01 10.99
2030654.17 14057380.79 10.99
2030647.35 14057362.26 11.02
2030656.34 14057386.24 11.06
2030662.11 14057478.92 11.09
2030658.50 14057429.02 11.09
2030665.33 14057471.77 11.09
2030652.43 14057373.84 11.12
2030667.62 14057380.76 11.12
2030662.34 14057495.26 11.12
2030660.34 14057472.92 11.15
2030656.21 14057435.98 11.19
2030658.11 14057457.56 11.19
2030648.27 14057466.65 11.19
2030668.28 14057408.81 11.19
2030646.89 14057424.85 11.19
2030651.28 14057410.42 11.19
2030656.30 14057420.10 11.25
2030657.94 14057396.61 11.25
2030663.85 14057364.39 11.25
2030656.40 14057370.26 11.25
2030650.92 14057367.83 11.25
2030646.92 14057437.06 11.25
2030666.77 14057481.97 11.29
2030658.90 14057451.33 11.32
2030650.56 14057350.35 11.32
2030662.67 14057389.19 11.32
2030655.42 14057467.11 11.32
2030667.39 14057370.85 11.35
2030666.21 14057504.94 11.38
2030658.50 14057358.81 11.38
2030657.94 14057499.20 11.38
2030667.46 14057476.33 11.38
2030645.74 14057339.39 11.42
2030657.98 14057406.55 11.42
2030655.91 14057487.12 11.45
2030666.54 14057414.45 11.45
2030651.15 14057385.94 11.48
2030649.58 14057392.87 11.48
2030658.63 14057326.72 11.48
2030647.58 14057377.22 11.48
2030656.30 14057477.41 11.52
2030646.56 14057461.44 11.55
2030655.19 14057492.87 11.55
2030649.78 14057448.97 11.58
2030660.93 14057505.00 11.58
2030667.56 14057391.00 11.58
2030661.09 14057442.60 11.58
2030664.05 14057510.19 11.58
2030664.83 14057517.90 11.58
2030646.20 14057444.31 11.61
2030664.87 14057376.10 11.61
2030666.44 14057433.94 11.65
2030644.36 14057398.94 11.68
2030663.49 14057424.79 11.68
2030655.45 14057444.74 11.68
2030653.75 14057431.02 11.71
2030645.51 14057368.95 11.71
2030653.38 14057455.83 11.75
2030654.66 14057461.83 11.78
2030667.46 14057420.10 11.78
2030666.02 14057447.03 11.78
2030646.49 14057455.30 11.81
2030651.09 14057441.82 11.81
2030656.24 14057413.14 11.84
2030661.13 14057411.01 11.84
2030650.14 14057405.14 11.88
2030662.28 14057371.57 11.91
2030664.54 14057455.86 11.91
2030658.99 14057376.82 11.91
2030658.90 14057509.86 11.91
2030667.46 14057441.42 11.94
2030661.82 14057416.95 11.98
2030648.17 14057431.19 12.07
2030652.83 14057481.15 12.11
2030652.53 14057400.18 12.17
2030667.10 14057466.98 12.24
2030649.05 14057475.97 12.27
2030668.51 14057322.79 9.61
2030692.39 14057329.12 9.78
2030668.57 14057328.40 9.94
2030679.53 14057334.99 10.01
2030684.19 14057319.80 10.10
