X Y Z
1354983.36 14222610.42 16.90
1354981.52 14222616.52 16.99
1354970.40 14222640.51 17.09
1354989.43 14222559.70 17.13
1354970.10 14222633.22 17.19
1354986.67 14222638.11 17.26
1354977.91 14222646.67 17.29
1354976.70 14222652.02 17.36
1354985.78 14222631.29 17.36
1354977.16 14222619.48 17.36
1354969.94 14222648.31 17.39
1354986.08 14222645.26 17.45
1354980.73 14222634.47 17.55
1354989.82 14222597.59 17.59
1354970.66 14222662.55 17.68
1354982.70 14222626.73 17.78
1354971.18 14222654.78 17.81
1354972.86 14222695.33 17.91
1354982.93 14222652.45 17.95
1354986.11 14222694.77 17.95
1354976.60 14222664.13 17.98
1354987.92 14222687.03 17.98
1354985.59 14222677.09 18.04
1354987.00 14222659.73 18.04
1354972.04 14222669.21 18.08
1354984.87 14222667.77 18.11
1354984.87 14222699.99 18.18
1354980.90 14222695.62 18.27
1354978.11 14222670.17 18.27
1354981.68 14222662.75 18.27
1354971.48 14222688.70 18.27
1354978.04 14222682.01 18.34
1354977.22 14222628.27 18.37
1354982.21 14222690.47 18.41
1354974.07 14222703.10 18.54
1354972.79 14222678.14 18.57
1354981.88 14222673.68 18.57
1354983.49 14222705.93 18.83
1354976.14 14222707.70 18.90
1354986.01 14222710.49 19.09
1354971.32 14222713.57 19.36
1354980.17 14222712.39 19.52
1355003.83 14222415.93 14.40
1355006.58 14222411.64 14.80
1355000.48 14222425.58 14.83
1355003.86 14222403.93 14.93
1355012.13 14222441.75 15.06
1355009.93 14222447.56 15.19
1354999.83 14222468.39 15.19
1354997.66 14222444.44 15.22
1354996.25 14222437.03 15.22
1355007.47 14222387.32 15.29
1354995.99 14222486.60 15.32
1354996.18 14222480.93 15.35
1355001.30 14222474.10 15.35
1355006.58 14222423.61 15.39
1355012.00 14222384.31 15.42
1354998.61 14222458.03 15.45
1355003.93 14222437.32 15.45
1355004.48 14222392.84 15.45
1355010.13 14222374.04 15.49
1355006.19 14222398.91 15.55
1355005.63 14222376.33 15.55
1354997.33 14222495.92 15.62
1354992.51 14222493.66 15.75
1355011.31 14222455.14 15.78
1354998.28 14222431.42 15.81
1354991.95 14222465.97 15.81
1355009.21 14222406.35 15.81
1355007.01 14222369.71 15.88
1355006.55 14222459.34 15.91
1355009.57 14222351.69 15.91
1355009.83 14222364.19 15.91
1354991.49 14222478.60 15.94
