X Y Z
1518874.60 14260341.81 8.10
1518874.83 14260348.73 8.60
1518870.17 14260334.49 8.63
1518881.89 14260350.08 8.79
1518879.52 14260344.30 8.79
1518875.23 14260327.74 8.86
1518866.86 14260339.19 8.96
1518866.99 14260344.63 8.96
1518865.61 14260309.53 9.06
1518879.52 14260322.45 9.32
1518879.59 14260354.51 9.32
1518877.65 14260333.44 9.32
1518865.45 14260321.40 9.35
1518873.88 14260316.35 9.58
1518865.65 14260330.10 9.61
1518870.73 14260322.88 9.68
1518883.39 14260316.09 9.71
1518863.87 14260285.71 9.74
1518866.96 14259812.15 9.84
1518865.42 14260292.34 9.88
1518871.06 14259809.27 9.94
1518877.75 14259807.99 9.94
1518879.26 14260292.17 10.01
1518866.63 14260303.92 10.01
1518867.78 14260278.49 10.07
1518876.08 14260359.63 10.14
1518871.03 14260291.32 10.27
1518870.76 14260285.58 10.37
1518875.29 14260297.81 10.40
1518883.59 14260220.26 10.43
1518867.65 14260297.45 10.53
1518878.93 14260304.02 10.56
1518868.66 14260269.04 10.60
1518878.67 14260312.32 10.73
1518865.94 14260273.40 10.83
1518878.28 14259815.01 10.89
1518875.42 14260307.69 10.89
1518879.56 14260223.21 10.89
1518879.92 14260214.97 10.93
1518876.87 14260278.79 10.96
1518880.11 14260265.27 10.96
1518879.62 14260232.33 10.99
1518881.69 14260242.83 11.02
1518864.76 14260265.37 11.06
1518881.79 14260247.98 11.09
1518870.73 14260261.07 11.15
1518874.60 14260218.35 11.32
1518869.55 14260162.05 11.48
1518877.85 14260258.81 11.52
1518865.28 14260165.53 11.52
1518880.47 14260271.96 11.52
1518874.83 14260272.72 11.52
1518876.67 14260246.50 11.55
1518865.68 14259816.88 11.58
1518881.39 14260206.48 11.65
1518872.08 14260157.23 11.68
1518874.70 14260251.82 11.75
1518864.92 14260174.55 11.78
1518867.42 14260154.64 11.78
1518871.55 14260172.78 11.91
1518874.86 14260236.59 12.01
1518870.30 14260150.31 12.01
1518865.74 14260256.87 12.11
1518865.32 14260094.34 12.11
1518865.58 14260103.00 12.11
1518866.63 14260180.66 12.27
1518871.62 14260230.59 12.27
1518868.07 14260219.50 12.30
1518870.27 14260185.84 12.30
1518873.49 14260180.36 12.40
1518867.81 14260248.67 12.43
1518866.14 14260190.07 12.43
1518876.87 14260173.50 12.60
1518867.94 14260238.86 12.60
1518865.32 14260128.75 12.63
1518867.42 14260195.35 12.63
1518872.04 14260244.07 12.63
1518865.32 14260086.36 12.63
1518880.74 14259820.06 12.66
1518870.76 14260210.51 12.70
1518877.06 14260158.74 12.73
1518873.29 14259819.34 12.80
1518868.11 14260202.44 12.86
1518878.90 14260200.21 12.86
1518879.33 14260186.04 12.99
1518881.23 14260193.94 13.06
1518865.35 14260230.82 13.16
1518865.71 14260138.30 13.19
1518865.09 14260078.79 13.25
1518881.69 14260161.17 13.65
1518866.86 14260214.68 13.68
1518876.11 14259919.80 13.68
1518866.99 14260119.67 13.71
1518879.13 14260169.11 13.75
1518874.54 14260144.27 13.81
1518878.05 14259925.41 13.88
1518868.24 14260145.32 13.88
1518875.95 14260152.64 13.94
1518879.36 14259914.81 13.94
1518877.55 14259930.59 13.98
1518882.77 14259927.28 14.01
1518865.38 14259950.14 14.17
1518882.94 14260003.85 14.17
1518872.47 14259911.86 14.17
1518869.35 14259946.31 14.21
1518869.58 14259940.14 14.24
1518867.84 14260113.30 14.27
1518870.73 14259921.83 14.27
1518874.60 14259935.15 14.27
1518872.01 14260134.30 14.30
1518874.57 14259944.67 14.37
1518878.51 14260008.67 14.53
1518867.15 14259916.81 14.53
1518883.39 14260152.93 14.53
1518867.97 14259931.64 14.60
1518865.61 14259822.09 14.63
1518866.99 14260035.64 14.67
1518865.91 14259961.59 14.70
1518878.21 14259906.48 14.70
1518870.89 14260088.76 14.80
1518865.22 14259909.17 14.80
1518881.00 14260032.30 14.86
1518882.94 14259934.33 14.89
1518869.91 14260123.86 14.93
1518880.54 14260013.30 14.93
1518879.06 14259826.23 14.99
1518883.49 14260038.63 14.99
1518866.70 14259807.26 15.06
1518865.48 14259924.32 15.06
1518875.45 14259951.49 15.06
1518865.61 14260071.37 15.06
1518870.89 14260104.15 15.12
1518880.87 14259941.94 15.12
1518883.07 14260021.21 15.12
1518870.73 14260008.28 15.22
1518867.78 14260041.48 15.22
1518869.91 14259905.36 15.29
1518867.65 14259974.36 15.39
1518878.21 14260138.30 15.42
1518874.11 14260032.00 15.52
1518872.34 14260098.21 15.52
1518874.63 14260004.61 15.55
1518879.36 14260143.78 15.58
1518881.85 14259996.04 15.58
1518873.29 14260014.35 15.62
1518876.93 14260125.73 15.62
1518882.21 14260131.48 15.85
1518872.67 14259961.20 15.85
1518866.14 14259994.21 15.85
1518874.37 14260120.58 15.88
1518865.09 14260050.21 15.88
1518880.38 14260051.10 15.91
1518883.56 14260138.10 15.91
1518878.74 14259960.74 15.91
1518871.16 14259994.50 15.94
1518868.73 14259966.71 15.98
1518867.61 14259985.45 16.11
1518876.57 14260041.78 16.14
1518868.27 14260013.27 16.14
1518879.82 14259899.78 16.14
1518882.90 14259989.09 16.24
1518883.03 14259832.49 16.27
1518870.30 14260083.38 16.34
1518883.00 14260059.07 16.34
1518880.64 14259891.94 16.37
1518872.01 14259900.96 16.50
1518872.50 14260112.71 16.50
1518865.48 14260003.49 16.60
1518871.16 14259979.67 16.60
1518873.39 14260020.58 16.63
1518873.88 14260052.31 16.67
1518875.75 14259996.96 16.77
1518867.25 14259827.61 16.83
1518881.92 14259948.31 16.83
1518881.26 14260065.86 16.83
1518878.83 14260115.92 16.90
1518865.38 14260021.34 16.96
1518882.34 14259971.83 16.96
1518872.08 14259893.42 17.06
1518872.57 14259828.06 17.06
1518875.85 14260089.35 17.13
1518874.44 14260078.56 17.16
1518875.62 14260106.25 17.16
1518873.32 14260047.32 17.19
1518880.61 14259966.22 17.22
1518864.43 14259901.00 17.29
1518880.31 14259886.10 17.29
1518868.07 14260025.77 17.29
1518867.97 14260062.58 17.39
1518876.50 14259972.52 17.45
1518877.39 14260101.26 17.49
1518883.36 14260082.62 17.49
1518879.29 14260075.60 17.52
1518881.00 14260110.09 17.55
1518873.91 14260026.75 17.55
1518877.06 14260083.94 17.62
1518883.26 14259838.63 17.75
1518877.69 14260096.11 17.78
1518875.29 14260066.78 17.81
1518865.28 14259895.62 17.98
1518880.11 14259977.01 18.08
1518872.67 14259887.91 18.11
1518874.50 14259836.00 18.11
1518866.10 14259887.84 18.14
1518874.73 14259875.34 18.24
1518883.36 14259871.54 18.64
1518869.94 14259876.85 18.73
1518883.56 14259862.32 19.03
1518880.28 14259851.00 19.13
1518878.11 14259839.68 19.16
1518877.62 14259982.92 19.16
1518868.17 14259870.55 19.23
1518870.89 14259839.65 19.29
1518877.49 14259871.21 19.32
1518877.82 14259858.74 19.78
1518865.45 14259835.61 19.82
1518901.14 14259954.11 7.28
1518888.12 14260341.91 8.30
1518888.94 14260349.42 8.37
1518905.97 14260343.78 8.53
1518889.63 14260335.45 8.73
1518906.39 14260353.33 8.76
1518899.01 14260350.41 8.83
1518893.76 14260347.55 8.92
1518893.63 14260354.18 8.99
1518885.53 14259807.36 9.09
1518894.22 14260326.19 9.12
1518900.85 14260341.74 9.15
1518896.52 14260321.53 9.15
1518907.21 14260293.71 9.15
1518899.73 14260326.29 9.22
1518903.80 14260302.11 9.22
1518901.41 14260318.68 9.25
1518890.45 14260359.99 9.25
1518884.67 14260326.92 9.45
1518891.24 14260300.47 9.51
1518897.40 14260310.68 9.55
1518897.04 14260304.67 9.55
1518904.59 14260308.48 9.58
1518889.73 14260284.03 9.61
1518894.98 14260267.17 9.61
1518889.50 14260308.54 9.61
1518898.75 14260333.84 9.65
1518885.46 14260303.75 9.71
1518884.25 14260287.25 9.74
1518895.40 14260297.09 9.81
1518904.20 14260334.49 9.81
1518905.21 14260361.79 9.81
1518893.86 14260281.15 9.84
1518890.91 14260289.19 9.91
1518884.58 14260309.59 9.91
1518899.01 14260280.46 9.97
1518900.42 14260262.61 10.01
1518908.56 14260280.52 10.14
1518884.97 14260293.75 10.14
1518884.74 14260321.44 10.20
1518901.37 14260273.01 10.24
1518885.56 14260268.55 10.30
1518889.40 14260317.50 10.33
1518896.62 14259810.15 10.33
1518905.47 14259805.36 10.33
1518904.65 14259812.35 10.37
1518889.92 14260256.28 10.37
1518883.89 14259813.27 10.40
1518883.99 14260258.48 10.40
1518887.43 14260276.39 10.40
1518893.27 14260365.30 10.43
1518896.09 14260272.78 10.50
1518906.29 14260321.80 10.53
1518889.89 14260225.67 10.53
1518889.50 14259814.32 10.60
1518896.81 14259816.12 10.63
1518885.46 14260281.57 10.73
1518896.42 14260291.97 10.76
1518904.00 14259818.39 10.76
1518885.66 14260252.21 10.76
1518891.30 14260249.68 10.79
1518902.62 14260287.74 10.79
1518890.32 14260230.72 10.79
1518885.63 14260234.20 10.89
1518884.35 14260211.36 10.93
1518893.20 14260260.41 10.96
1518889.92 14260218.52 11.09
1518889.50 14259802.90 11.15
1518894.58 14260236.20 11.22
1518907.97 14260248.44 11.29
1518887.50 14260242.83 11.29
1518886.68 14260206.74 11.38
1518894.81 14260241.91 11.45
1518896.49 14260225.60 11.45
1518891.66 14260212.81 11.52
1518902.03 14260228.23 11.58
1518896.45 14259803.82 11.61
1518907.54 14260272.13 11.68
1518897.01 14260247.72 11.78
1518902.75 14260241.78 11.81
1518901.24 14260252.01 11.91
1518901.77 14260236.73 11.91
1518891.89 14260202.37 12.01
1518894.22 14259820.42 12.04
1518883.92 14260200.11 12.37
1518898.39 14260219.53 12.53
1518905.31 14260216.48 12.60
1518901.73 14260182.69 12.83
1518905.15 14259996.14 12.89
1518905.57 14260034.00 12.99
1518899.60 14260176.06 13.02
1518893.70 14260192.07 13.09
1518886.31 14259823.01 13.19
1518905.90 14260197.42 13.19
1518903.05 14260002.24 13.19
1518907.44 14260178.52 13.19
1518886.12 14260189.61 13.25
1518895.44 14260197.81 13.29
1518903.64 14260024.59 13.32
1518904.72 14259967.30 13.32
1518906.62 14260185.61 13.39
1518901.90 14260011.76 13.45
1518895.37 14260183.90 13.48
1518901.96 14260211.13 13.52
1518899.96 14260038.89 13.52
1518891.14 14260175.96 13.52
1518908.23 14260209.30 13.52
1518884.18 14260167.37 13.55
1518907.64 14259956.57 13.58
1518888.02 14260161.36 13.65
1518901.54 14260169.93 13.81
1518902.88 14259974.91 13.81
1518896.58 14260209.59 13.81
1518889.60 14260182.33 13.85
1518900.55 14260019.67 13.85
1518907.21 14260119.37 13.91
1518893.99 14260038.37 13.91
1518901.08 14259989.84 13.91
1518901.70 14260123.90 13.94
1518887.43 14259923.41 14.01
1518902.06 14260044.60 14.01
1518897.76 14260028.33 14.04
1518908.62 14260075.28 14.07
1518907.28 14260046.73 14.07
1518903.57 14259827.74 14.07
1518887.95 14260171.54 14.07
1518884.08 14260177.87 14.11
1518889.37 14260006.51 14.14
1518892.97 14260025.77 14.17
1518891.53 14260030.92 14.17
1518900.09 14260162.38 14.21
1518894.45 14259963.43 14.21
1518897.04 14259826.16 14.24
1518907.77 14260063.20 14.27
1518896.39 14259998.04 14.30
1518892.91 14260167.86 14.30
1518904.69 14259952.01 14.30
1518901.54 14260190.37 14.34
1518906.92 14260141.38 14.37
1518905.87 14260135.45 14.37
1518907.97 14259982.46 14.40
1518894.71 14260161.82 14.40
1518894.29 14260124.13 14.40
1518907.05 14260081.64 14.44
1518907.08 14260058.12 14.44
1518884.74 14260010.35 14.47
1518895.01 14260047.49 14.47
1518887.43 14260035.31 14.47
1518897.53 14260129.90 14.50
1518889.73 14260154.34 14.53
1518901.73 14260055.79 14.53
1518903.60 14260077.28 14.60
1518890.48 14260045.09 14.63
1518892.38 14259987.28 14.63
1518901.21 14260066.35 14.67
1518897.90 14259984.00 14.67
1518888.81 14259966.42 14.67
1518898.36 14260204.51 14.67
1518892.84 14259970.98 14.70
1518899.73 14260060.54 14.73
1518895.53 14260053.56 14.76
1518894.65 14260005.36 14.76
1518906.20 14260087.91 14.76
1518896.65 14259954.84 14.76
1518894.62 14260156.18 14.76
1518900.82 14260199.82 14.76
1518887.79 14260024.68 14.76
1518904.82 14260113.69 14.80
1518902.69 14260147.98 14.83
1518901.77 14260138.37 14.83
1518903.41 14260158.18 14.89
1518906.56 14260103.75 14.89
1518903.47 14259930.72 14.93
1518890.48 14260050.67 14.99
1518892.78 14259926.62 15.06
1518906.13 14260093.94 15.06
1518898.26 14260117.14 15.06
1518908.23 14259939.51 15.12
1518886.51 14260122.32 15.12
1518895.86 14260066.97 15.19
1518888.25 14260129.64 15.22
1518902.88 14259936.23 15.26
1518895.17 14260015.14 15.29
1518901.41 14260105.85 15.32
1518895.14 14260150.14 15.32
1518894.68 14260137.97 15.35
1518897.24 14259935.84 15.35
1518885.13 14259961.56 15.39
1518890.94 14259994.30 15.42
1518888.51 14260056.15 15.42
1518907.44 14259991.25 15.49
1518894.12 14260075.28 15.49
1518898.62 14259949.00 15.49
1518891.30 14259979.02 15.52
1518899.34 14260089.35 15.52
1518904.20 14259833.41 15.55
1518898.39 14259925.01 15.55
1518889.20 14260141.22 15.65
1518888.25 14260135.84 15.68
1518899.41 14259964.78 15.68
1518887.50 14260147.26 15.72
1518888.68 14260117.73 15.72
1518890.84 14259829.87 15.78
1518896.19 14259940.89 15.85
1518896.42 14260105.72 15.88
1518894.62 14260081.67 15.88
1518887.99 14260061.17 15.88
1518897.50 14259830.89 16.01
1518899.86 14260098.41 16.01
1518890.65 14260071.47 16.04
1518889.10 14259917.73 16.37
1518889.73 14259931.51 16.40
1518891.17 14260105.00 16.40
1518907.90 14259926.00 16.47
1518889.00 14260079.84 16.50
1518886.35 14259912.09 16.50
1518890.55 14260087.05 16.50
1518884.08 14260073.34 16.54
1518887.53 14259997.81 16.54
1518903.70 14259922.91 16.57
1518885.92 14259953.59 16.57
1518889.89 14259942.17 16.57
1518890.19 14260111.46 16.60
1518885.72 14259982.79 16.73
1518888.12 14259972.65 16.73
1518893.27 14260099.09 16.73
1518907.25 14259918.65 16.77
1518899.90 14259837.12 16.93
1518902.42 14259917.20 16.96
1518889.40 14260093.91 16.96
1518894.68 14259917.01 17.09
1518885.00 14260088.14 17.09
1518887.53 14260099.36 17.22
1518904.23 14259911.30 17.32
1518902.26 14259904.70 17.91
1518907.90 14259905.59 18.01
1518905.51 14259844.14 18.11
1518901.67 14259898.34 18.14
1518894.88 14259906.54 18.21
1518897.27 14259841.52 18.31
1518886.64 14259866.61 18.31
1518905.15 14259876.13 18.34
1518907.15 14259864.81 18.37
1518888.05 14259907.30 18.41
1518905.93 14259870.42 18.44
1518890.55 14259872.29 18.50
1518908.69 14259893.88 18.54
1518897.40 14259882.79 18.57
1518885.82 14259889.28 18.57
1518899.14 14259891.19 18.57
1518884.15 14259844.11 18.70
1518894.02 14259898.27 18.70
1518886.81 14259855.10 18.80
1518901.90 14259847.59 18.83
1518887.53 14259879.74 18.83
1518903.93 14259858.15 18.93
1518888.97 14259838.73 18.93
1518891.86 14259888.20 19.09
1518901.41 14259852.61 19.13
1518889.04 14259850.14 19.26
1518897.50 14259865.24 19.36
1518906.92 14259888.79 19.49
1518891.20 14259845.29 19.88
1518894.42 14259861.10 19.95
1518921.42 14260350.18 8.23
1518919.65 14260355.13 8.37
1518917.42 14260346.76 8.43
1518911.35 14260344.11 8.46
1518910.69 14260338.60 8.53
1518918.73 14260341.02 8.63
1518929.82 14260333.15 8.63
1518924.47 14260345.16 8.66
1518928.64 14260355.62 8.76
1518933.23 14260336.89 8.83
1518913.64 14260333.41 8.83
1518928.51 14260348.73 8.83
1518924.37 14260337.71 8.99
1518924.86 14260363.63 9.02
1518930.18 14260321.34 9.09
1518909.84 14260298.73 9.09
1518921.32 14260288.46 9.09
1518909.05 14260357.82 9.12
1518923.03 14260327.60 9.12
1518923.06 14260321.73 9.25
1518922.99 14260316.45 9.28
1518913.22 14260294.11 9.28
1518917.29 14260325.54 9.28
1518929.98 14260291.71 9.32
1518921.85 14260293.81 9.32
1518909.08 14260329.11 9.35
1518924.18 14260310.61 9.35
1518928.05 14259810.05 9.35
1518930.80 14260364.51 9.42
1518918.50 14260362.77 9.42
1518933.36 14260282.69 9.45
1518930.84 14260307.03 9.45
1518928.70 14260313.60 9.45
1518928.74 14260286.27 9.48
1518928.51 14260328.39 9.51
1518919.06 14260311.04 9.55
1518916.96 14260283.51 9.61
1518910.17 14260288.92 9.65
1518928.24 14260302.60 9.65
1518926.70 14260371.21 9.74
1518914.50 14260301.46 9.74
1518921.12 14260266.61 9.78
1518911.05 14260307.85 9.78
1518931.82 14259815.07 9.88
1518931.95 14260246.24 9.91
1518924.50 14260260.18 9.97
1518918.53 14260259.36 10.07
1518913.58 14260313.63 10.07
1518916.76 14260276.65 10.10
1518915.45 14260271.24 10.14
1518929.79 14260258.81 10.14
1518919.58 14260368.19 10.20
1518932.57 14260231.97 10.20
1518929.03 14260241.42 10.20
1518932.74 14259820.88 10.20
1518928.05 14260250.44 10.27
1518932.94 14260251.75 10.37
1518909.51 14260364.35 10.47
1518923.85 14260244.24 10.53
1518928.21 14260265.99 10.60
1518911.08 14260267.27 10.60
1518909.38 14260255.69 10.60
1518931.52 14260271.60 10.60
1518922.53 14260279.87 10.63
1518914.40 14259816.22 10.76
1518926.73 14260233.94 10.79
1518919.45 14259818.29 10.86
1518910.66 14260262.09 10.93
1518910.82 14259805.79 11.02
1518919.29 14260252.70 11.02
1518914.46 14259821.50 11.06
1518925.36 14259819.21 11.09
1518919.02 14260240.27 11.29
1518922.21 14260230.72 11.48
1518930.77 14260219.11 11.55
1518925.82 14260275.64 11.61
1518925.09 14260201.33 11.65
1518930.11 14259825.51 11.68
1518920.01 14260200.87 11.71
1518923.26 14260207.16 11.75
1518929.16 14260206.67 11.81
1518911.35 14260243.16 11.84
1518916.43 14260196.40 11.91
1518923.91 14259806.08 12.04
1518918.57 14260216.74 12.04
1518924.83 14260223.67 12.11
1518933.30 14260177.64 12.14
1518920.04 14260189.61 12.14
1518917.02 14260230.56 12.17
1518926.31 14260191.02 12.20
1518922.53 14260213.00 12.20
1518909.81 14260214.05 12.24
1518912.79 14260221.14 12.30
1518931.89 14260183.64 12.30
