X Y Z
1794251.26 14112729.73 11.84
1794245.62 14112732.82 12.50
1794248.86 14112743.35 12.50
1794240.53 14112733.80 12.99
1794251.55 14112752.93 13.25
1794242.24 14112739.74 13.39
1794243.58 14112746.33 13.65
1794236.49 14112738.43 13.78
1794250.86 14112711.88 13.85
1794278.59 14112786.62 10.93
1794267.20 14112736.85 11.12
1794273.34 14112782.42 11.19
1794263.46 14112774.58 11.22
1794269.96 14112742.23 11.22
1794261.92 14112740.36 11.25
1794259.10 14112733.93 11.35
1794274.68 14112753.12 11.38
1794266.19 14112749.52 11.38
1794277.05 14112742.00 11.42
1794259.66 14112728.26 11.48
1794267.20 14112728.35 11.52
1794274.49 14112697.91 11.55
1794268.19 14112695.51 11.55
1794253.69 14112724.81 11.61
1794275.96 14112692.40 11.65
1794256.90 14112739.84 11.65
1794275.80 14112758.54 11.81
1794269.89 14112703.29 11.84
1794278.06 14112735.47 11.84
1794272.78 14112685.38 11.94
1794275.96 14112764.28 11.98
1794264.84 14112703.06 12.07
1794254.15 14112718.05 12.11
1794268.94 14112723.04 12.11
1794260.08 14112752.83 12.14
1794275.24 14112777.30 12.17
1794278.42 14112686.00 12.17
1794274.98 14112728.03 12.20
1794275.37 14112714.31 12.24
1794271.37 14112773.07 12.37
1794268.65 14112759.88 12.50
1794272.52 14112719.36 12.60
1794277.54 14112674.45 12.63
1794267.76 14112709.29 12.70
1794262.28 14112758.83 12.76
1794276.36 14112771.89 12.89
1794256.31 14112757.52 13.02
1794267.40 14112767.59 13.06
1794259.85 14112706.80 13.09
1794262.64 14112713.43 13.35
1794254.83 14112706.83 14.11
1794298.34 14112807.46 10.43
1794293.38 14112801.65 10.79
1794302.80 14112664.18 10.99
1794302.44 14112812.47 11.06
1794303.10 14112766.18 11.09
1794294.86 14112763.69 11.15
1794294.93 14112722.09 11.19
1794279.97 14112747.68 11.22
1794298.24 14112757.55 11.22
1794301.75 14112774.88 11.25
1794290.27 14112759.88 11.25
1794303.32 14112732.46 11.25
1794299.81 14112737.15 11.29
1794302.47 14112761.10 11.32
1794296.57 14112664.18 11.32
1794289.35 14112722.58 11.32
1794281.31 14112711.13 11.35
1794286.86 14112755.22 11.38
1794288.00 14112797.61 11.38
1794282.43 14112760.47 11.42
1794298.40 14112730.55 11.42
1794283.28 14112794.20 11.42
1794286.59 14112764.18 11.45
1794293.74 14112772.68 11.48
1794290.82 14112767.92 11.48
1794302.77 14112781.14 11.48
1794290.37 14112791.61 11.58
1794283.21 14112705.62 11.61
1794299.39 14112716.48 11.65
1794288.40 14112750.20 11.68
1794295.68 14112659.06 11.71
1794289.61 14112655.26 11.75
1794292.27 14112713.26 11.78
1794286.63 14112668.35 11.78
1794280.19 14112716.08 11.81
1794295.84 14112684.49 11.81
1794295.58 14112778.65 11.84
1794297.68 14112678.26 11.84
1794281.28 14112693.58 11.91
1794286.40 14112743.35 11.94
1794290.56 14112677.07 11.98
1794293.25 14112645.84 11.98
1794285.90 14112727.89 11.98
1794293.84 14112693.35 11.98
1794300.40 14112707.85 11.98
1794284.46 14112662.48 12.01
1794282.95 14112736.62 12.01
1794281.57 14112668.84 12.07
1794296.04 14112785.34 12.07
1794302.90 14112693.68 12.11
1794280.65 14112766.94 12.11
1794281.11 14112722.91 12.14
