X Y Z
2304728.60 14055631.71 11.75
2304720.43 14055635.72 11.88
2304725.29 14055640.02 11.98
2304715.97 14055631.06 12.24
2304729.16 14055624.20 12.37
2304721.22 14055628.11 12.37
2304729.68 14055645.00 12.50
2304718.72 14055623.15 12.73
2304725.97 14055614.92 12.99
2304731.52 14055612.49 13.68
2304737.23 14055650.02 11.75
2304753.83 14055650.12 11.78
2304735.10 14055623.71 11.78
2304743.13 14055653.07 11.98
2304756.29 14055656.12 12.11
2304734.18 14055618.79 12.11
2304747.17 14055640.67 12.17
2304740.25 14055641.82 12.17
2304746.12 14055659.37 12.40
2304742.28 14055631.88 12.43
2304733.72 14055640.80 12.50
2304753.99 14055627.55 12.60
2304737.62 14055614.95 12.63
2304750.94 14055632.67 12.70
2304733.29 14055635.49 12.76
2304754.03 14055619.61 12.80
2304741.39 14055609.90 12.83
2304743.40 14055620.69 12.96
2304734.70 14055607.01 12.96
2304752.45 14055613.11 13.16
2304741.56 14055602.35 13.22
2304746.97 14055607.73 13.25
2304745.20 14055613.80 13.32
2304749.07 14055602.42 13.42
2304752.52 14055573.74 13.71
2304753.17 14055583.29 13.75
2304746.18 14055598.15 13.88
2304752.62 14055590.93 14.17
2304744.74 14055584.93 14.34
2304756.59 14055595.20 14.73
2304748.94 14055579.75 14.83
2304779.65 14055677.32 11.35
2304758.52 14055666.16 11.52
2304758.95 14055661.08 11.55
2304767.44 14055670.95 11.68
2304757.83 14055641.85 11.78
2304770.13 14055661.93 11.94
2304774.83 14055664.39 11.94
2304776.70 14055655.34 11.98
2304765.54 14055666.16 11.98
2304768.46 14055655.86 11.98
2304770.04 14055677.35 12.07
2304765.25 14055660.65 12.17
2304760.52 14055652.55 12.20
2304770.13 14055648.51 12.30
2304779.22 14055667.28 12.40
2304762.23 14055636.01 12.43
2304781.78 14055648.15 12.47
2304764.98 14055631.16 12.60
2304774.70 14055645.43 12.66
2304759.70 14055631.62 12.70
2304764.59 14055645.99 12.83
2304770.10 14055619.87 12.89
2304771.74 14055633.06 12.93
2304780.34 14055641.20 12.96
2304764.03 14055597.79 13.06
2304764.69 14055624.37 13.12
2304768.43 14055641.79 13.16
2304774.63 14055639.10 13.22
2304768.04 14055604.94 13.22
2304769.18 14055596.51 13.25
2304760.49 14055605.70 13.25
2304772.79 14055614.06 13.29
2304757.80 14055586.34 13.32
2304759.24 14055579.55 13.35
2304760.39 14055612.88 13.39
2304759.64 14055622.69 13.39
2304779.81 14055615.61 13.39
2304773.19 14055593.26 13.62
2304778.24 14055633.03 13.62
2304759.14 14055599.86 13.65
2304764.95 14055617.15 13.71
2304774.96 14055609.37 13.71
2304774.63 14055627.81 13.81
2304765.71 14055592.90 13.88
2304758.06 14055568.79 13.94
2304776.66 14055602.97 13.98
2304771.78 14055587.55 14.01
2304778.73 14055579.68 14.34
2304776.83 14055589.92 14.44
2304764.62 14055580.04 14.44
2304782.11 14055574.46 14.67
2304776.04 14055574.56 14.80
2304774.73 14055564.98 14.83
2304777.25 14055558.39 14.99
2304769.87 14055568.00 15.06
2304772.07 14055560.52 15.09
2304773.81 14055548.64 15.09
2304771.45 14055553.50 15.49
2304780.93 14055585.85 15.55
2304770.27 14055574.17 15.78
2304764.89 14055560.42 15.78
2304782.08 14055541.98 16.21
2304783.03 14055682.83 11.19
2304786.44 14055678.37 11.42
2304783.59 14055673.58 11.65
2304796.22 14055692.54 11.68
2304801.34 14055699.63 11.78
2304804.68 14055688.34 11.78
2304786.83 14055669.41 11.91
2304791.13 14055680.66 11.91
2304791.00 14055674.79 11.94
2304789.66 14055688.83 12.11
2304806.42 14055679.61 12.14
2304799.24 14055684.57 12.27
