X Y Z
1524792.70 14254008.56 11.84
1524790.37 14254018.63 12.04
1524774.30 14253999.14 12.14
1524779.68 14253995.66 12.37
1524781.35 14254010.13 12.57
1524793.95 14253991.79 12.60
1524784.40 14254014.10 12.60
1524782.86 14253991.10 12.63
1524778.72 14254002.06 12.80
1524790.63 14254001.17 12.89
1524783.48 14254004.22 12.96
1524790.99 14253985.36 12.99
1524784.47 14253997.53 13.09
1524789.81 14254013.51 13.16
1524792.54 14254025.68 13.19
1524775.51 14254006.00 13.32
1524788.07 14253990.02 13.32
1524784.43 14254019.25 13.62
1524781.18 14254023.48 16.04
1524805.46 14254024.43 12.11
1524800.34 14254026.40 12.11
1524798.77 14254007.41 12.11
1524803.59 14254004.45 12.14
1524797.52 14253987.13 12.17
1524817.24 14254020.40 12.17
1524811.57 14254038.18 12.20
1524809.63 14253993.69 12.34
1524807.86 14254000.48 12.43
1524817.18 14254032.73 12.43
1524799.26 14253981.91 12.43
1524797.20 14254012.59 12.43
1524796.57 14254018.30 12.43
1524808.09 14254016.30 12.47
1524816.95 14254026.47 12.53
1524815.31 14253994.61 12.57
1524817.54 14253989.69 12.66
1524817.31 14254013.74 12.66
1524802.71 14254032.44 12.70
1524812.16 14254031.75 12.70
1524809.86 14254027.29 12.73
1524800.84 14253992.12 12.76
1524807.73 14253979.42 12.76
1524811.73 14254022.07 12.76
1524804.61 14254009.31 12.76
1524811.60 14254009.80 12.80
1524804.61 14253983.33 12.83
1524814.19 14254000.52 12.86
1524818.65 14254047.24 12.86
1524812.84 14253985.95 12.93
1524794.31 14253997.30 12.96
1524816.78 14254006.00 12.96
1524805.59 14253990.08 12.99
1524813.30 14254043.04 13.02
1524818.49 14253983.42 13.12
1524806.55 14254037.20 13.16
1524802.74 14253974.40 13.19
1524796.54 14254002.52 13.32
1524802.21 14254019.35 13.39
1524809.70 14253974.80 13.55
1524800.44 14253997.14 13.62
1524812.48 14253970.33 13.81
1524813.30 14253979.82 13.94
1524818.13 14253971.58 14.04
1524814.39 14253964.79 14.34
1524831.74 14254050.81 11.65
