X Y Z
1926352.11 14010330.72 15.42
1926347.52 14010325.27 16.01
1926357.76 14010329.15 16.83
1926353.43 14010325.87 17.22
1926357.49 14010320.85 17.88
1926363.04 14010327.64 17.88
1926345.39 14010321.21 18.18
1926365.37 14010302.37 18.47
1926358.15 14010301.78 18.54
1926362.38 14010309.23 18.60
1926349.59 14010306.05 18.70
1926356.15 14010311.23 18.73
1926353.03 14010300.50 18.77
1926352.08 14010319.14 18.77
1926363.50 14010316.55 18.80
1926356.87 14010296.34 18.83
1926362.97 14010293.09 19.16
1926353.56 14010290.89 19.19
1926356.54 14010286.76 19.59
1926365.11 14010286.33 19.69
1926359.23 14010282.33 19.88
1926363.40 14010279.18 19.98
1926362.55 14010274.09 20.05
1926389.74 14010320.16 17.91
1926377.84 14010312.15 18.04
1926379.44 14010317.24 18.18
1926388.14 14010310.35 18.21
1926384.56 14010315.73 18.21
1926371.14 14010305.85 18.27
1926370.95 14010317.37 18.31
1926378.89 14010302.44 18.41
1926385.58 14010302.87 18.44
1926370.65 14010322.36 18.47
1926382.30 14010322.81 18.54
1926384.33 14010297.52 18.60
1926384.17 14010292.34 18.86
1926366.22 14010296.90 18.90
1926373.50 14010296.24 18.90
1926387.48 14010286.46 19.16
1926379.31 14010288.69 19.16
1926372.85 14010289.71 19.36
1926388.73 14010277.34 19.52
1926379.84 14010282.92 19.78
1926387.87 14010263.17 19.88
1926382.36 14010278.49 19.88
1926369.08 14010283.12 19.88
1926386.04 14010269.14 19.91
1926379.54 14010272.22 20.05
1926367.66 14010276.52 20.05
1926377.24 14010278.00 20.05
1926382.92 14010263.89 20.28
1926372.52 14010274.85 20.28
1926388.40 14010258.18 20.37
1926377.31 14010266.55 20.54
1926366.78 14010268.58 20.64
1926374.78 14010260.18 20.77
1926370.19 14010264.45 20.87
1926396.63 14010429.80 12.47
1926401.33 14010420.68 12.96
1926401.56 14010430.03 13.29
1926404.15 14010425.11 13.35
1926415.14 14010401.88 13.85
1926410.87 14010431.34 13.88
1926405.49 14010413.10 13.94
1926409.72 14010424.45 13.98
1926409.13 14010408.87 14.07
1926410.84 14010419.57 14.53
1926414.91 14010463.69 16.31
1926406.80 14010314.71 17.72
1926412.45 14010316.09 17.78
1926401.72 14010313.10 17.85
1926402.51 14010305.59 17.98
1926396.83 14010318.91 18.01
1926393.26 14010308.71 18.18
1926391.32 14010302.44 18.37
1926407.53 14010301.59 18.41
1926395.98 14010297.91 18.47
1926402.05 14010298.04 18.57
1926390.60 14010291.02 18.73
1926408.87 14010294.30 18.96
1926402.24 14010291.38 18.96
1926399.00 14010285.81 19.09
1926409.53 14010288.37 19.26
1926404.38 14010285.18 19.29
1926401.49 14010278.75 19.36
1926414.45 14010280.13 19.36
1926393.45 14010281.15 19.36
1926397.19 14010269.80 19.39
1926397.03 14010276.00 19.42
1926412.48 14010382.66 19.55
1926407.95 14010274.42 19.59
1926412.94 14010262.74 19.65
1926401.49 14010265.20 19.65
1926395.98 14010263.50 19.69
1926406.67 14010383.18 19.82
1926415.20 14010255.85 19.88
1926413.96 14010274.29 19.91
1926409.40 14010258.51 19.95
1926407.13 14010389.32 20.83
1926411.04 14010362.61 21.42
1926413.73 14010376.62 21.72
1926408.64 14010367.04 21.75
1926404.74 14010363.86 21.85
1926411.92 14010371.76 21.95
1926406.08 14010373.31 22.38
1926422.55 14010393.71 13.25
1926429.90 14010400.27 13.62
1926422.39 14010399.78 13.68
1926419.76 14010431.38 13.94
1926439.78 14010402.74 14.01
1926429.02 14010442.37 14.04
1926438.01 14010453.82 14.17
1926434.59 14010439.55 14.17
1926425.21 14010437.45 14.21
1926436.59 14010406.77 14.24
1926415.70 14010407.20 14.30
1926426.75 14010432.66 14.34
1926434.13 14010446.14 14.34
1926427.54 14010393.19 14.37
1926432.92 14010459.69 14.37
1926422.19 14010406.84 14.47
1926417.30 14010424.68 14.53
1926428.43 14010407.79 14.60
1926427.18 14010451.85 14.86
1926434.86 14010413.56 14.89
1926419.76 14010416.12 15.03
1926433.54 14010432.00 15.09
1926428.06 14010413.56 15.12
1926422.98 14010423.47 15.12
1926427.21 14010426.52 15.12
1926440.24 14010396.93 15.19
1926422.32 14010455.66 15.49
1926432.99 14010392.66 15.49
1926437.78 14010421.96 15.55
1926439.42 14010433.18 16.04
1926428.88 14010387.22 16.31
1926415.50 14010456.67 16.57
1926435.25 14010387.94 16.86
1926436.73 14010332.62 17.55
1926431.77 14010382.39 17.81
1926420.26 14010312.64 18.18
1926433.41 14010337.18 18.31
1926426.69 14010310.18 18.50
