X Y Z
2046187.08 14049384.75 7.45
2046187.41 14049390.39 7.64
2046182.39 14049382.51 8.04
2046194.95 14049385.53 8.40
2046183.21 14049393.73 9.15
2046192.59 14049392.95 9.81
2046197.38 14049391.34 9.88
2046197.05 14049396.29 11.38
2046182.49 14049397.90 13.32
2046187.84 14049398.43 13.48
2046193.77 14049399.12 14.37
2046196.76 14049578.84 14.40
2046198.01 14049455.68 14.60
2046198.79 14049449.02 14.63
2046200.83 14049657.42 14.73
2046200.70 14049662.70 14.73
2046197.58 14049460.86 14.73
2046195.28 14049443.24 14.80
2046190.16 14049457.42 14.89
2046201.06 14049648.75 14.89
2046195.58 14049572.84 14.96
2046195.91 14049524.61 14.99
2046201.09 14049545.87 15.03
2046193.28 14049561.39 15.03
2046201.22 14049443.31 15.06
2046193.31 14049450.07 15.06
2046193.77 14049438.19 15.09
2046196.10 14049583.76 15.16
2046200.04 14049400.03 15.16
2046191.81 14049530.64 15.19
2046200.66 14049431.73 15.19
2046199.32 14049518.05 15.22
2046199.52 14049528.38 15.26
2046197.51 14049565.42 15.26
2046198.86 14049552.69 15.29
2046190.72 14049462.47 15.29
2046197.19 14049614.70 15.29
2046189.87 14049509.19 15.32
2046192.66 14049544.06 15.35
2046192.26 14049536.88 15.35
2046194.40 14049518.96 15.39
2046201.48 14049667.85 15.45
2046196.63 14049466.04 15.45
2046197.22 14049533.76 15.49
2046189.87 14049446.36 15.49
2046195.78 14049510.27 15.49
2046201.09 14049582.42 15.52
2046187.61 14049452.56 15.52
2046200.79 14049573.07 15.55
2046190.59 14049548.82 15.58
2046196.33 14049547.61 15.58
2046200.76 14049424.71 15.65
2046199.12 14049609.06 15.65
2046198.04 14049557.84 15.65
2046193.08 14049421.06 15.68
2046193.08 14049426.28 15.72
2046200.34 14049587.47 15.72
2046199.58 14049619.82 15.75
2046200.01 14049630.05 15.75
2046192.17 14049513.98 15.75
2046201.62 14049419.49 15.78
2046192.30 14049432.61 15.78
2046185.05 14049421.52 15.85
2046190.20 14049468.70 15.85
2046197.94 14049539.99 15.85
2046185.51 14049464.76 15.88
2046196.00 14049504.79 16.01
2046194.00 14049404.23 16.01
2046196.23 14049603.22 16.01
2046196.69 14049416.21 16.04
2046184.59 14049415.22 16.04
2046198.53 14049470.80 16.08
2046185.05 14049447.70 16.08
2046190.95 14049503.54 16.14
2046195.71 14049593.11 16.14
2046185.08 14049426.71 16.21
2046187.61 14049441.41 16.31
2046194.50 14049499.97 16.31
2046189.90 14049416.11 16.37
2046185.87 14049434.78 16.40
2046196.96 14049478.81 16.44
2046193.45 14049474.48 16.60
2046188.00 14049497.97 16.67
2046192.56 14049410.04 16.70
2046191.77 14049494.42 16.86
2046185.15 14049403.31 16.99
2046198.50 14049597.44 17.06
2046201.29 14049412.21 17.09
2046199.91 14049498.72 17.16
2046183.41 14049408.24 17.22
2046199.38 14049485.40 17.26
2046193.41 14049486.12 17.29
2046188.10 14049476.97 17.39
2046188.85 14049489.37 17.52
2046199.12 14049492.68 17.52
2046189.41 14049483.04 18.01
2046222.94 14049380.68 5.94
2046221.53 14049386.39 7.61
2046211.20 14049388.65 8.89
2046216.58 14049389.40 9.02
2046214.54 14049384.19 9.06
2046207.49 14049383.40 9.15
2046222.97 14049919.23 9.25
2046205.22 14049389.67 9.38
2046202.34 14049384.19 9.42
2046222.19 14049392.23 9.65
2046220.61 14049926.12 10.10
2046208.31 14049394.36 10.43
2046224.74 14049971.26 10.79
2046219.86 14049935.83 10.96
2046222.19 14049912.57 10.99
2046215.36 14049394.92 11.19
2046225.66 14049990.58 11.19
2046203.06 14049395.97 11.22
2046225.11 14049983.04 11.29
2046217.72 14049903.58 11.32
2046225.47 14050009.42 11.35
2046224.48 14049976.94 11.35
2046218.28 14049898.56 11.48
2046225.27 14049961.25 11.68
2046221.30 14049907.19 11.68
2046219.27 14049891.24 11.84
2046223.92 14049396.69 12.04
2046220.81 14049886.42 12.14
2046225.27 14049874.25 12.43
2046225.17 14049947.87 12.50
2046224.48 14049929.79 12.50
2046220.15 14049881.33 12.50
2046223.79 14049862.01 12.76
2046223.86 14049898.75 12.80
2046220.05 14049947.51 12.83
2046224.25 14049942.39 12.86
2046216.61 14049876.31 12.86
2046217.36 14049868.31 12.99
2046225.99 14049764.96 12.99
2046225.04 14049883.86 13.25
2046222.58 14049867.32 13.25
2046219.73 14049778.61 13.29
2046208.37 14049400.30 13.39
2046222.55 14049769.65 13.39
2046223.66 14049855.71 13.42
2046225.07 14049848.98 13.42
2046225.07 14049774.34 13.42
2046213.95 14049399.84 13.48
2046216.18 14049783.27 13.48
2046216.28 14049861.81 13.52
2046208.54 14049787.50 13.58
2046221.56 14049784.58 13.62
2046220.81 14049762.80 13.62
2046226.06 14049800.59 13.65
2046220.87 14049789.83 13.65
2046217.82 14049772.47 13.68
2046207.03 14049740.78 13.71
2046216.90 14049856.63 13.78
2046224.52 14049806.63 13.78
2046225.93 14049841.40 13.78
2046211.00 14049781.76 13.81
2046225.37 14049834.94 13.85
2046216.97 14049813.06 13.85
2046219.43 14049399.31 13.85
2046210.15 14049747.77 13.88
2046223.14 14049814.04 13.91
2046214.15 14049788.91 13.91
2046224.32 14049827.43 13.91
2046221.43 14049844.95 13.98
2046225.99 14049822.51 13.98
2046210.57 14049811.71 14.07
2046205.09 14049727.69 14.07
2046217.10 14049755.87 14.11
2046212.64 14049680.84 14.11
2046222.19 14049749.87 14.14
2046215.39 14049761.06 14.14
2046211.46 14049830.58 14.17
2046208.83 14049753.08 14.21
2046219.07 14049850.13 14.21
2046214.67 14049766.67 14.24
2046213.20 14049775.03 14.24
2046212.44 14049741.21 14.24
2046219.46 14049794.72 14.27
2046216.25 14049684.45 14.30
2046211.06 14049801.38 14.34
2046207.88 14049735.20 14.37
2046221.00 14049800.82 14.40
2046210.05 14049792.22 14.44
2046213.10 14049823.88 14.44
2046210.18 14049692.68 14.44
2046220.15 14049832.68 14.44
2046211.42 14049675.95 14.47
2046216.18 14049819.29 14.47
2046221.56 14049839.04 14.50
2046206.41 14049453.02 14.50
2046209.19 14049685.07 14.50
2046214.25 14049532.48 14.57
2046224.22 14049401.08 14.57
2046218.28 14049679.50 14.60
2046205.13 14049448.00 14.60
2046222.25 14049742.72 14.63
2046215.39 14049806.96 14.63
2046208.31 14049773.00 14.63
2046217.20 14049527.82 14.67
2046214.41 14049836.71 14.67
2046225.66 14049727.66 14.67
2046203.22 14049460.27 14.67
2046224.48 14049722.74 14.70
2046216.38 14049690.58 14.70
2046203.22 14049566.44 14.70
2046209.42 14049763.58 14.76
2046203.55 14049540.81 14.76
2046216.71 14049704.72 14.80
2046217.66 14049746.16 14.80
2046206.21 14049442.72 14.80
2046215.10 14049696.06 14.86
2046207.59 14049569.36 14.86
2046213.39 14049671.13 14.86
2046215.26 14049736.19 14.86
2046210.51 14049448.79 14.89
2046213.62 14049714.63 14.89
2046215.95 14049842.49 14.89
2046226.32 14049540.65 14.93
2046204.14 14049465.22 14.93
2046216.94 14049537.40 14.93
2046205.39 14049679.43 14.93
2046217.36 14049710.11 14.96
2046211.26 14049454.86 14.96
2046202.73 14049560.66 14.96
2046209.19 14049525.82 14.99
2046226.45 14049573.62 14.99
2046202.73 14049534.58 14.99
2046217.00 14049827.26 14.99
2046223.07 14049662.57 15.03
2046206.44 14049556.60 15.03
2046208.60 14049699.15 15.03
2046204.47 14049652.86 15.06
2046213.52 14049730.94 15.06
2046209.62 14049722.80 15.06
2046222.19 14049737.63 15.06
2046202.66 14049686.12 15.09
2046204.34 14049437.14 15.09
2046205.58 14049690.42 15.09
2046221.60 14049732.19 15.12
2046224.55 14049717.65 15.12
2046210.80 14049707.91 15.12
2046205.72 14049659.74 15.12
2046215.95 14049545.83 15.12
2046204.27 14049552.04 15.12
2046226.16 14049552.00 15.16
2046209.26 14049465.52 15.16
2046205.98 14049718.31 15.16
2046208.14 14049575.30 15.19
2046225.96 14049484.81 15.19
2046211.49 14049540.16 15.19
2046223.76 14049490.29 15.19
2046222.61 14049654.73 15.22
2046226.42 14049534.55 15.22
2046210.51 14049598.29 15.22
2046207.29 14049584.81 15.22
2046208.08 14049562.89 15.22
2046212.38 14049437.83 15.22
2046218.58 14049472.38 15.26
2046221.66 14049701.02 15.26
2046222.22 14049565.13 15.26
2046213.00 14049460.17 15.26
2046225.76 14049793.93 15.26
2046222.15 14049706.30 15.26
2046225.43 14049477.53 15.29
2046209.42 14049520.64 15.29
2046213.75 14049444.29 15.29
2046202.30 14049642.00 15.32
2046226.58 14049587.76 15.32
2046221.00 14049633.99 15.32
2046215.13 14049465.65 15.32
2046214.87 14049725.13 15.32
2046220.71 14049714.04 15.32
2046224.09 14049578.58 15.32
2046222.87 14049555.94 15.32
2046213.00 14049573.72 15.35
2046210.83 14049580.48 15.35
2046225.60 14049650.20 15.35
2046208.73 14049667.82 15.35
2046222.51 14049643.96 15.39
2046216.18 14049719.52 15.39
2046226.48 14049496.33 15.39
2046222.12 14049668.70 15.39
2046221.17 14049572.51 15.42
2046211.33 14049588.22 15.42
2046225.66 14049601.31 15.42
2046208.67 14049534.22 15.42
2046218.48 14049552.13 15.42
2046211.39 14049432.65 15.42
2046220.02 14049822.80 15.45
2046224.19 14049676.64 15.45
2046220.09 14049649.54 15.45
2046215.49 14049451.77 15.49
2046217.66 14049456.89 15.49
2046224.45 14049608.07 15.49
2046224.19 14049638.42 15.49
2046204.44 14049527.46 15.52
2046208.93 14049592.82 15.52
2046215.36 14049592.03 15.52
2046221.83 14049585.57 15.52
2046205.03 14049674.05 15.52
2046202.57 14049636.78 15.52
2046207.78 14049470.28 15.55
2046203.26 14049695.14 15.58
2046215.59 14049481.69 15.58
2046224.38 14049527.59 15.58
2046221.56 14049495.31 15.58
2046225.30 14049594.00 15.58
2046208.11 14049602.69 15.58
2046206.70 14049427.26 15.62
2046205.49 14049597.64 15.62
2046215.07 14049559.15 15.65
2046222.09 14049545.70 15.65
2046204.31 14049522.41 15.65
2046204.90 14049704.63 15.68
2046217.30 14049521.82 15.68
2046223.99 14049470.05 15.68
2046217.53 14049662.96 15.72
2046224.81 14049618.21 15.72
2046212.05 14049566.67 15.72
2046207.59 14049712.43 15.72
2046211.00 14049551.35 15.72
2046217.26 14049431.86 15.75
2046213.03 14049475.95 15.78
2046221.56 14049696.00 15.78
2046213.85 14049629.20 15.78
2046213.13 14049609.48 15.78
2046215.76 14049583.33 15.78
2046203.68 14049473.49 15.81
2046206.04 14049647.05 15.81
2046221.37 14049532.71 15.85
2046205.26 14049516.31 15.85
2046221.83 14049628.58 15.85
2046217.43 14049674.71 15.85
2046218.25 14049639.83 15.88
2046216.48 14049656.53 15.88
2046216.05 14049496.85 15.88
2046208.57 14049478.45 15.88
2046220.74 14049596.95 15.88
2046215.20 14049647.18 15.91
2046213.72 14049617.98 15.91
2046219.63 14049477.23 15.91
2046225.60 14049501.54 15.91
2046221.56 14049465.62 15.94
2046224.71 14049517.09 15.98
2046210.47 14049546.33 15.98
2046222.19 14049613.45 16.01
2046218.08 14049624.41 16.01
2046218.64 14049488.29 16.04
2046222.61 14049684.52 16.04
2046208.93 14049615.19 16.11
2046217.53 14049501.77 16.11
2046207.52 14049422.11 16.11
2046221.14 14049482.58 16.14
2046217.46 14049563.65 16.17
2046224.68 14049507.09 16.17
2046209.72 14049632.38 16.21
2046215.53 14049598.62 16.21
2046219.23 14049603.31 16.21
2046213.00 14049652.66 16.24
2046216.81 14049426.74 16.24
2046222.15 14049511.48 16.31
2046206.63 14049404.20 16.31
2046214.12 14049635.99 16.31
2046226.39 14049688.81 16.34
2046205.62 14049415.98 16.34
