X Y Z
2260734.85 14015567.19 8.86
2260741.58 14015577.89 8.92
2260741.35 14015586.29 8.96
2260736.40 14015573.95 9.02
2260731.87 14015555.25 9.06
2260737.84 14015561.81 9.32
2260727.80 14015562.73 9.51
2260727.31 14015557.58 9.55
2260731.05 14015548.62 9.58
2260726.26 14015552.69 9.71
2260727.57 14015542.29 9.71
2260741.09 14015552.23 9.84
2260725.34 14015537.63 9.97
2260724.68 14015531.30 10.17
2260732.85 14015536.75 10.24
2260738.20 14015533.63 10.27
2260732.89 14015523.26 10.33
2260729.51 14015527.73 10.50
2260736.89 14015544.46 10.53
2260727.70 14015521.46 10.53
2260736.46 14015526.77 10.60
2260732.00 14015510.21 10.66
2260738.66 14015516.80 10.66
2260731.34 14015504.23 10.66
2260725.77 14015516.34 10.86
2260737.05 14015500.72 11.02
2260741.12 14015512.34 11.12
2260725.57 14015507.94 11.22
2260722.78 14015520.64 11.29
2260735.58 14015493.24 11.35
2260740.33 14015504.73 11.71
2260739.74 14015489.67 11.78
2260739.64 14015476.97 12.37
2260735.64 14015482.55 12.53
2260750.93 14015591.70 8.76
2260761.17 14015600.33 8.79
2260753.82 14015597.18 8.96
2260755.95 14015590.42 9.19
2260748.08 14015584.22 9.19
2260766.94 14015596.00 9.25
2260746.99 14015578.97 9.55
2260753.75 14015581.70 9.58
2260764.41 14015588.22 9.74
2260752.80 14015575.69 9.78
2260746.80 14015573.16 9.91
2260755.03 14015570.15 10.04
2260746.83 14015565.03 10.04
2260745.19 14015548.89 10.14
2260752.70 14015562.57 10.24
2260759.33 14015573.26 10.30
2260759.66 14015561.98 10.37
2260763.10 14015579.89 10.43
2260755.00 14015555.55 10.43
2260759.10 14015567.06 10.47
2260759.56 14015553.45 10.50
2260747.19 14015556.33 10.50
2260744.83 14015542.78 10.60
2260750.31 14015545.54 10.63
2260767.27 14015553.97 10.66
2260755.43 14015544.00 10.70
2260764.55 14015574.48 10.79
2260765.04 14015560.70 10.86
2260747.16 14015537.47 10.86
2260749.36 14015528.35 10.93
