X Y Z
2306688.57 14057193.16 14.73
2306678.86 14057195.33 14.83
2306683.55 14057191.85 15.22
2306673.58 14057193.19 15.42
2306678.01 14057188.01 15.49
2306687.52 14057220.13 15.55
2306708.81 14057282.93 13.94
2306715.11 14057278.92 14.17
2306714.19 14057283.84 14.21
2306710.12 14057276.30 14.47
2306715.41 14057272.30 14.50
2306710.52 14057270.92 14.73
2306713.34 14057265.31 14.76
2306693.69 14057192.60 14.99
2306697.62 14057189.19 15.42
2306706.48 14057222.00 15.58
2306713.50 14057222.20 15.62
2306692.83 14057215.31 15.65
2306714.65 14057216.13 15.72
2306698.51 14057220.72 15.75
2306709.76 14057213.08 15.75
2306696.12 14057209.99 15.78
2306701.66 14057212.06 15.78
2306706.02 14057216.69 15.91
2306694.74 14057201.40 15.98
2306699.56 14057199.26 16.04
2306711.04 14057190.08 16.21
2306703.04 14057190.47 16.21
2306732.96 14057283.55 14.14
2306729.38 14057289.29 14.17
2306738.50 14057285.22 14.40
2306738.31 14057277.71 14.47
2306717.70 14057257.56 14.47
2306734.37 14057290.57 14.50
2306719.34 14057284.14 14.53
2306718.59 14057264.36 14.53
2306724.26 14057287.75 14.57
2306727.64 14057261.70 14.57
2306730.14 14057278.89 14.67
2306722.62 14057259.14 14.70
2306737.03 14057263.60 14.73
2306726.99 14057266.85 14.73
2306730.79 14057273.12 14.76
2306738.14 14057269.90 14.80
2306722.26 14057279.78 14.89
2306732.99 14057260.12 14.96
2306722.00 14057271.51 15.03
2306732.66 14057268.10 15.22
2306720.49 14057223.31 15.58
2306726.27 14057224.46 15.62
2306738.34 14057224.20 15.65
2306731.61 14057219.38 15.72
2306724.76 14057218.49 15.72
2306719.80 14057213.83 15.78
2306726.82 14057212.65 15.85
2306734.44 14057213.54 15.91
2306716.69 14057206.09 15.94
2306726.23 14057206.38 15.98
2306732.66 14057204.94 16.08
2306739.82 14057205.69 16.11
2306736.40 14057201.20 16.17
2306735.75 14057195.98 16.31
2306731.52 14057191.95 16.50
2306742.51 14057280.73 14.50
2306742.44 14057264.13 14.53
2306748.87 14057283.58 14.57
2306749.46 14057278.07 14.76
2306741.26 14057294.01 14.80
2306744.18 14057287.85 14.80
2306761.76 14057277.38 14.83
2306752.41 14057295.26 14.89
2306763.37 14057283.02 14.93
2306758.35 14057284.34 14.96
2306743.33 14057274.76 15.03
2306754.45 14057288.90 15.06
2306759.93 14057289.39 15.19
